question,wrong_choices,correct_answer
"“An arm and a leg” means _________?","Full throttle; at maximum speed, Very cheap or inexpensive. A little amount of money, One made powerless or ineffective, as by nerves, panic, or stress","Very expensive or costly. A large amount of money"
"“Elephant in the room” means _________?","In good physical health, Someone can perceive things and events that are outside of their field of vision, You learned something through means of a rumor","An obvious, pressing issue left unaddressed due to its sensitive nature"
"“Achilles’ heel” means ________?","To action a task; to initiate work, A hidden or secret strength, or unrevealed advantage, To endure a painful or unpleasant situation that is unavoidable","A metaphor for a fatal weakness in spite of overall strength"
"“Ace in the hole” means __________?","A metaphor for a fatal weakness in spite of overall strength, Anything causing trouble, discord, or jealousy, Without any hesitation; instantly","A hidden or secret strength, or unrevealed advantage"
"“A hot potato” means _________?","The one tiny drawback that ruins it, To go to bed to sleep, To find fault with something that has been received as a gift or favor","A controversial issue or situation that is awkward or unpleasant to deal with"
"A bitter pill means ___________?","Anything causing trouble, discord, or jealousy, A controversial issue or situation that is awkward or unpleasant to deal with, When an attempt fails, and it’s time to start planning all over again","A situation or information that is unpleasant but must be accepted"
"Choose the correct spelling for the words below.","Persevarance, Perceverence, Perseverence","Perseverance"
"Fear of heights is________?","Highphobia, Altophobia, Heliophobia","Acrophobia"
"It was he who “put a spoke in my wheel”.","tried to cause an accident, helped in the execution of the plan, destroyed the plan","thwarted in the execution of the plan"
"Do no trust a man who “blows his own trumpet”","flatters, praises others, admonishes others","praises himself"
"In the armed forces, it is considered a great privilege to “die in harness”.","die on a horse back, die in the battlefield, die with honour","die while still working"
"He “passed himself off” as a noble man.","Was regarded as, Was thought to be, Was looked upon","Pretended to be"
"I met him after a long time, but he gave me “the cold shoulder”.","scolded me, insulted me, abused me","ignored me"
"He could be easily arrested because the police were tipped off in a advance. tipped off means _____________?","Toppled over, Bribed, Threatened","Given advance information"
"To set one’s face against __________?","To judge by appearance, To get out of difficulty, To look at one steadily","To oppose with determination"
"To hit the nail right on the head _______?","To destroy one’s reputation, To announce one’s fixed views, To teach someone a lesson","To say something that is exactly right or completely true"
"To smell a rat _______?","To see signs of plague epidemic, To get bad small of a bad dead rat, To be in a bad mood","To suspect foul dealings"
"A man of straw _________?","A very active person, A worthy fellow, An unreasonable person","A man of no substance"
"To leave someone in the lurch _________?","To come to compromise with someone, Constant source of annoyance to someone, To put someone at ease","To desert someone in his difficulties"
"To pick holes _________?","To find some reason to quarrel, To destroy something, To cut some part of an item","To criticize someone"
"To put one’s hand to plough __________?","To take up agricultural farming, To get entangled into unnecessary things, Take interest in technical work","To take a difficult task"
"To end in smoke ________?","To make completely understand, To excite great applause, To overcome someone","To ruin oneself"
"To cry wolf __________?","To listen eagerly, To turn pale, To keep off starvation","To give false alarm"
"To have an axe to grind ___________?","To fail to arouse interest, To have no result, To work for both sides","A private end to serve"
"Synonym of “adipose” is _____________ ?","liquid, weighty, major","fatty"
"To make clean breast of ________?","To gain prominence, To praise oneself, To destroy before it blooms","To confess without of reserve"
"That which is no longer in use?","Obscure, inviolable, extampore","Obsolete"
"“Hornet’s nest” means:___________?","A bee’s house, A good situation, A dangerous place","A violent situation"
"“Never-never land” means:_____________?","Dream land, A worthless place, A useless situation","An ideal pace"
"“Cap it all” means:____________?","To cover everything, To seize everything, To occur","To finish"
"______ stood _____ the burning house.","A girl – on, A girl- in, Girl – in","The girl – on"
"Your face is very familiar _______ him.","from, with, of","to"
"It was so nice _______ them.","by, with, to","of"
"He is indifferent _______ his words.","at, on, of","to"
"Parents were very surprised _______ his result.","on, from, about","at"
"There is no possibility of _______ coming late.","them, they, theirs","their"
"I feel sorry _______ his kids.","A: to B: at D: over","C: for"
"I did not know where he _________ from.","has come, have come, comes","had come"
"It will rain soon, _________?","will it, would it, wouldn’t it","won’t it"
"She always keeps on _________ dramas.","watch, watched, watches","watching"
"He is good at ________ English.","spoken, speak, spoke","speaking"
"I knew he ____ fail in exam.","shall, will, both A & B","would"
"Prime Minister leaves ______ UK on Monday.","to, by, none","for"
"She is scared ______ snake.","from, with, by","of"
"She is totally obedient ____ him.","of, both A & B, None","to"
"I told him _____ play cricket.","don’t, to not, didn’t","not to"
"Congregational prayer is superior __________ optional prayer.","from, of, than","to"
"The doctor warms him that unless he gives up smoking:_____________________(PMS 2018 KPK)","His health will soon be recovered, Will he able to recover, He will not suffer","He will not recover"
"Unless you work very hard, _______________ (PMS 2018 KPK)","You are not being successful, You ought to be successful, You be not successful","You will not be successful"
"He is good _______ football.","in, on, with","at"
"She is jealous ______ my frien","from, with, by","of"
"The synonym of ” Irreverenced” is ____________ ?","Honor, Wrong, Appease","Disrespect"
"The synonym of “Panacea” is____________?","Morbidity, Portray, Insight","Cure-all"
"The synonym of “Colossal” is__________?","colourful, fantastic, bias","gigantic"
"The synonym of “Perpetual” is ________?","Garrulous, Sneak, Liberal","Everlasting"
"Pull your socks up:","To get ready, To finish, To start","To improve"
"An act of speaking one’s thoughts aloud when by oneself or regardless of any hearers, especially by a character in a play:","Sinecure, Pessimist, Philanthropist","Soliloquy"
"One who collects coins as hobby:","Philatelist, Ornithologist, Statistician","Numismatist"
"To examine one’s own thoughts and feelings:","Meditation, Retrospection, Reflection","Introspection"
"Use of force or threats to get someone to agree to something:","Conviction, Confession, Cajolement","Coercion"
"A disease that spreads over a large area:","Academic, Incorrigible, Invincible","Epidemic"
"That which can never be believed:","Irrevocable, Inevitable, Irritable","Incredible"
"One who able to use the right and left hands equally well:","Sinister, Ambivalent, Amateur","Ambidextrous"
"Government by rich:","Oligarchy, Aristocracy, Pantisocracy","Plutocracy"
"An independent person or body officially appointed to settle a dispute:","Arbiter, Mediator, Agent provocateur","Arbitrator"
"One who has good taste for food:","Curator, Parasite, Stoic","Gourmet"
"An unmarried woman, typically an older woman beyond the usual age for marriage:","Artist, Bachelor, Misanthrope","Spinster"
"A person who pretends to have more knowledge or skill than he really has:","Crook, Apotheosis, Renegade","Charlatan"
"A pioneer of a reform movement:","Apothecary, Apotheosis, Renegade","Apostle"
"Custom of having many wives:","Misogamy, Bigamy, Monogamy","Polygamy"
"International destruction of racial groups:","Matricide, Regicide, Homicide","Genocide"
"A remedy for all diseases:","Narcotics, Antiseptic, Lyric","Panacea"
"A man who rarely speaks the truth:","Crook, Liar, Scoundrel","Hypocrite"
"A disease which spreads by contact:","Incurable, Infectious, Fatal","Contagious"
"The murder of Brother:","Homicide, Regicide, Suicide","Fratricide"
"One who cannot easily pleased:","Cosmopolitan, Frightening, Feminist","Fastidious"
"A person who loves everybody:","Cosmopolitan, Fratricide, Aristocrat","Altruist"
"One who believes in the power of fate:","Optimist, Pessimist, Parsimonious","Fatalist"
"A sad song:","Ditty, Knell, Lay","Dirge"
"Story of old time gods or heroes is:","Lyric, Epic, Romance","Legend"
"A lady’s umbrella is:","Granary, Epitaph, Aviary","Parasol"
"Person who does not believe in the existence of God:","Theist, Heretic, Fanatic","Atheist"
"Commencement of words with the same letter:","Pun, Transferred epithet, Oxymoron","Alliteration"
"A hater of knowledge and learning:","Bibliophile, Philologist, Misogynist","Misologist"
"One who abandons his religious faith:","Prostate, Profane, Agnostic","Apostate"
"A person who renounces the world and practices self-discipline in order to attain salvation:","Sceptic, Devotee, Antiquarian","Ascetic"
"Beowulf is an Old English epic poem consisting of __________ alliterative lines.","4,182, 5,182, 6,182","3,182"
"The earliest surviving work in English Literature is ___________?","The Grave, Peterborough Chronicle, Beowulf","Cædmon’s Hymn"
"Earth is closest to the sun every year in early ______________, when it’s winter for the Northern Hemisphere. We’re farthest away from the sun in early __________________, during our Northern Hemisphere summer.","June – December, July – January, December – June","January – July"
"I _____ an old friend in Empress market this morning.","came around, came round, came with","came across"
"Nothing must be allowed to _____ our search for the truth.","interfered into, interfered from, interfered upon","interfered with"
"Our plan _____ to succee","pass by, boil down, hand and galore","bid fair"
"THANKS : GRATITUDE : :","Courtesy : Manners, Salutation : Flag, Trial : Error","Protest : Resentment"
"Complete the following sentence: No sooner did the thief see the policeman _____________.","he ran away, he had run away, when he ran away","than he ran away"
"What is synonyms of word Nightmare?","Story, Journey, Owl","Incubus"
"Pick the correct response from following sentence “In the beginning he worked honestly but later he turned __________________ to be a cheat”","Up, For, In","Out"
"As he was not prepared for making a speech , he broke ______________ in the middle.","of, in, into","off"
"Complete the following sentence: The doctor advised the patient ______________________","that no to neglect his health, to not to neglect his health, don’t neglect your health","not to neglect his health"
"I dont agree with you; I think_______________________________?","it is fairly good film, it is rather fairly good film, it is fairly rather good film","it is rather a good film"
"I enquired of him __________________________________?","whether if he wants to join the course, if he did want to join the course, if he wants to join the course","if he wanted to join the course"
"He exclaimed with shock __________________________________?","that it is a tragic accident, that it was a tragic accident, it was a tragic accident","that it was a very tragic accident"
"What is antonyms of word Restoration?","Lexicon, Balm, Hoarding","Depredation"
"What is synonyms of word Pedigree_____?","Ladder, Kernel, Facet","Lineage"
"Because of oil crisis, the prices of commodities are looking ______________?","at, on, to","up"
"Synonym of “Mano a Mano”","Street to street, District to district, City to city","Hand to hand"
"I am astonished _____ his behaviour.","To, From, On","With"
"“Profligate” Antonym _________?","Wildly extravagant, Dissolute, Dissipated","Thrifty"
"“Reading” quickly and well requires practice. The “Reading” word is a/an ___________.","Infinitive, Verb, present Participle","Gerund"
"Choose the correct sentence:","I have a decent house to live, I have a decent houses to live in, I have decent houses to live","I have decent house to live in"
"Choose the correct spelling:","Brutility, Brutelity, Brutilety","Brutality"
"What does the word ‘CASCADE’ means?","Entagle, Small boat, Garden","Waterfall"
"Adnan is “very different about” passing the Civil Services Examination this year.","Dead sure of, Very hopeful of t, Reasonably certain of","Lacking self confidence abou"
"It was he who put “a spoke in my wheel”.","tried to cause an accident, helped in the execution of the plan, destroyed the plan","thwarted in the execution of the plan"
"Plough a lonely furrow means______________________?","remain unaffected, survive in isolation, remain non-aligned","do without the help of others"
"He is “out and out” a reactionary.","no more, in favour of, deadly against","thoroughly"
"Synonym of Shelve_____________________?","cancel, discuss, reconsider","postpone"
"The decision did not appear to “hold out” bright prospects.","highlight, show, promise","offer"
"Stew in ones own juice means_________________?","To fight with his mind, To destroy his memory, Suffer in his own juice","Suffer for his own act"
"Play to the gallery means___________?","advertise, cater to the public taste, depend upon the public for approval","attempt to appeal to popular taste"
"He is using “backstairs influence” to sort out his matter.","Political influence, Backing influence, Deserving and proper influence","Secret and unfair influence"
"He was undecideHe “let the grass grow under his feet”.","stayed out, sat unmoving, moved away","loitered around"
"This matter has been “hanging fire” for the last many days. It should be sorted out.","hotly debated, stuck up, ignored","going on slowly"
"The boxing match proved to be a “big draw”.","a keen contest, a lovely spectacle, a game without any result","a huge attraction"
"Synonym of Chastity________?","To engulf in sexual relation, To whip someone, To infertile someone","To abstain from sexual relation"
"Synonym of Trail_________?","To fix, To divert, To disturb","To chase"
"Synonym of Canny_____________?","thin, Fast, Slow","Clever"
"Synonym of Prolix______________?","To Promote, To proactive, To Provide","To Prolong"
"Synonym of Wheedle ___________________?","Fast, Waive, Slander","Cajole"
"Synonym of Bonhomie______________?","Big, Turbulent, Grope","Affability"
"Synonym of Scrumptious _____________?","Old, Filthy, Bumpy","Tasty"
"Synonym of TRITE_____________?","Minor, Sad, Swindler","Commonplace"
"Modern industry abounds _____ opportunities for young people with good scientific qualifications.","In, For, Into","With"
"The players agreed to abide _____ the referee’s decision.","With, In, Into","By"
"He was abstained _______ salted food by the doctor.","For, In, To","From"
"Synonyms of CAMEO","Funny character, Type of Fiction, Sharp tool","Minor role"
"Synonym of GAUNT","Weighty, Fatty, Big statement","Bony"
"Synonym of MEEK","Stingy, Jab, Frail","Tame"
"Synonym of GINGERLY","Retrospectively, Hectically, Carelessly","Cautiously"
"Synonym of SHAM","Deplorable, Purse, Robust","Fake"
"Oh there goes the front door bell – oh it’s you! I might have___________.","Thought, Believed, Considered","Guessed"
"Don’t__________ – I’ll see you very soon.","Concern, Care, Mind","Worry"
"Well, this is very interesting but I am very___________.","Occupied, Hurried, Active","Busy"
"I’ve already told you I’m in the____________?","Place, Spot, Location","Area"
"Tell me, where are you at the____________?","Time, Second, Hour","Moment"
"Well, I did__________a lot of money on it.","Dispense, Pass, Dispose","Spend"
"You_________very clear.","Ring, Hear, Noise","Sound"
"Not really. I’m quite____________?","Nearer, Next, Nearly","Near"
"Oh yes. Are you_________Away?","Distant, Long, Quite","Far"
"I am just____________out my new mobile.","Probing, Testing, Finding","Trying"
"Drugs addicts in Pakistan are_________ in special centers set up by the Government.","Consolidated, Inhabited, Indoctrinated","Consulted"
"Synonym of Hermetic is _____________?","Imitate, Unsettled, Open","Airtight"
"Antonym of Facetious is _____________?","Teasing, Tongue-in-check, Copy","Serious"
"To play fast and loose ___________?","To beguile others, To be winning sometimes and losing at other times, To play with someone’s feeling","To play tricks"
"One who eats everything_________?","Insolvent, Irrestible, Omniscient","Omnivorous"
"Fear of disease__________?","Ochlophobia, Paedophobia, Peniophobia","Pathophobia"
"Extreme fear about beauty___________?","Claustrophobia, Cynophobia, Chronophobia","Cellophobia"
"The art of making fireworks is called________?","Cosmogony, Cosmography, Cosmology","Chromatics"
"Fear of death __________?","Toxicophobia, Theophobia, Scelerophobia","Thanatophobia"
"Fear of darkness ______________?","Ophthalmophobia, Magalomania, Mysophobia","Nyctophobia"
"My Uncle has ______to spain and returned back.","gone, went, being","been"
"Jameel, who has been nervous and jumpy lately, suddenly burst ________ tears.","in, on, with","into"
"South Africa brushed ___________ the threat of tougher economic sanctions.","of, down, about","off"
"i think we are agreed on the main points. Does anyone want to bring ________ anything further.","Around, Down, About","Up"
"Synonym of Triumph is _____________?","Victim, Violence, Its Name of US President","Victory"
"Antonym of Harmonious is _____________?","Peacful, Dominant, Tuneful","Hostile"
"Antonym of Elastic is _____________?","Yielding, Mold-able, Supple","Rigid"
"Synonym of Cajole is _____________?","Embezzle, Knowledge, Satiate","Flattery"
"Synonym of Cordial is _____________?","Unpleasant, Heart, Love","Pleasant"
"I am not concerned________his affairs.","To, At, on","With"
"She deprived her husband__________all he ha","With, To, from","Of"
"Choose the correct meaning of ENERVATE.","Strengthen, Energetic, Excite","Weaken"
"Synonym of ABATE is _____________?","Postpone, Abandon, Increase","Diminish"
"The idiom Hobson’s choice means________?","The choice of teachers, Given choice, Choice to live or die","No choice at all"
"The Master was annoyed_________the servant.","To, On, Upon","With"
"Although he was a hardened criminal, his one__________feature was his love of children","Saving, Recovering, Acquiring","Redeeming"
"I never miss a football match.I __________ fond of it since my childhoo","Am, Has been, Will be","Have been"
"The antonym of Mammoth is___________?","Big, Giant, Low","Small"
"The Synonym of Puerile is______________?","Mature, purity, power","Immature"
"The Synonyms of CONDONE is__________?","Acceptable, Condomn, Condemn","Accept"
"The Synonym of ‘snollygoster’ is_________?","Sneak, Garrulous, None of above","Unprincipled politician"
"The Synonym of Farrago is_____________?","Fear of strangers, Free of cost, Synopsis","A confused mixture"
"The Synonyms of OBSTINATE is____________?","Agree, Scorn, Soft","Stubborn"
"The antonyms of Stale is____________?","Old, Tale, Break","Fresh"
"The Synonyms of Disdain is_____________?","love, Accept, Luddite","Scorn"
"The synonyms of Catastrophe is__________?","Built, Implement, Fresh","Destruction"
"When the doorbell rang, I was __________ my bath.","in, have, with","having"
"He ___________ as a teacher before he became a lecturer","have worked, was worked, have been worked","had worked"
"Our new digital photo-print machine, the manual ________is lost awaits to be set up properly.","of what, where, by whom","of which"
"__________ me to your mother when you are in London.","Tell, Remind, Greet","Remember"
"When I asked him ______ the keys , Bilal said he had no idea where they were.","if did he see, could he see, that he had seen","if he had seen"
"The boy I was about to meet _________ play a very important role in my life.","is going to, might have, has had to","would get to"
"The confusion __________ the discovery of the body made everybody lose track of time.","had caused, was caused by, had been caused by","caused by"
"Have you met Fatima? She is a friend of ____________.","my, my mother’s, me","my mother"
"He give a lecture in which he pointed ________ an error in the book.","by, with, in","out"
"The situation in the factory _________)no signs of improvement, as the ongoing strike entered second day.","displayed, exposed, view","showed"
"I usually have bread and butter for breakfast, but yesterday I _________ past","have been, had been, have","had"
"Make only a few rules for students that emphasize ____________behaviour.","correct, fitting, useful","appropriate"
"It’s about time you ___________exercising regularly.","start, should start, will start","started"
"Can you help ________up the mess?","clear, with clear, to clearing","me clearing"
"The deadline was nearby, so Mrs. Jamal had her students’________their essays.","complete, to complete, completing","completed"
"Javed, two of___________brothers attend primary school, wishes to be a school teacher after his graduation from the University.","whom, them, which","whose"
"She lived ___________juice for ten days to slim down for the fashion show.","with, by, in","off"
"My husband asked him if he’d ever been convicted ___________a crime.","with, by, on","of"
"The department head insisted that he _________absolute authority to regulate office work.","gives, is given, would give","would be given"
"She has been supporting her family ________her husband’s death.","on, at, from","since"
"There is something wonderful ___________him.","of, for, inside","about"
"Could I have a ______-of chocolate?","block, slice, piece","bar"
"Four independent__________testified to seeing him at the scene of the crime.","person, spectator, attestant","witnesses"
"May I give you_________advice?","an, little, one","some"
"There ___________any message from my teacher since she moved to London.","isn’t, wasn’t, hadn’t been","hasn’t been"
"If everything goes according to __________, work will be complete in December.","timing, time, lineup","schedule"
"Please ___________two colour passport photographs to the application form.","fix, link, hook up","attach"
"He shows great ability ________Mathematics.","at, for, about","in"
"The sparrows took no _________the brea","notice about, notice from, notice to","notice of"
"The powers of the party are_____________in several places in the Constitution.","numbered, named, counted","enumerated"
"The teacher found many mistakes in my composition, when she went__________it.","into, about, for","through"
"The fireman managed to put ____________the fire.","away, down, off","out"
"A system is __________if it is easy for citizens to access and understan","lucid, clear, translucent","transparent"
"Did the boys turn _________for football practice?","on, back, in","up"
"Health__________labels have adorned cigarette packages since 1966 in US","information, note, message","warning"
"Some animals have unique___________that allow them to survive in extreme weather conditions.","problems, feelings, conditions","characteristics"
"What was the main__________behind london bombings.","aim, objective, purpose","motive"
"There was an_________response for the marathon.","overriding, excessive, extreme","overwhelming"
"I would really ____________if you could help me out.","respect, value, regard","appreciate"
"A speed limit is the___________legal speed that you can travel on the roa","highest, biggest, longest","maximum"
"Ali must have the________to stick to his diet, if he wants to lose weight.","obstinacy, decision, obligation","determination"
"Although he had no ____________injuries, doctors found that he was suffering from internal bleeding.","outside, outlying, exterior","external"
"________weight gain or weight loss is not good for your body.","Explosive, Expressive, Extensive","Excessive"
"Water is made up of two __________ , namely oxygen and hydrogen.","section, aspects, solutions","elements"
"Mr. and Mrs. Khan go for a ________ walk just before dinner.","vibrant, vivacious, slow","brisk"
"A Computer is hard to repair as there may be hundreds of different ____________?","parts, objects, materials","components"
"We shall go for a picnic if the weather ____________goo","was, has been, had been","is"
"In the test, we will ____________your work and then give you detailed feedback.","judge, measure, check","assess"
"The smoke went ________ the chimney.","by, in, on","up"
"She has only ________friends.","fewer, less, more","a few"
"He wore multiple bracelets on __________han","every, either, neither","each"
"Army ___________troubled places as curfew remained in force.","moving, walking, running","patrolling"
"____________you hear the President’s speech?","Have, Has, Had","Did"
"How much longer__________this book?","you are needing, will you have needing, have you needing","will you be needing"
"He decided to __________his degree examination in order to get a higher score.","redo, reappear, remake","rewrite"
"The news was__________good to be true.","very, so, as","too"
"The speaker did not properly space out his speech, but went on ___________one point only.","avoiding, devoting, decrying","stressing"
"How did these things come __________?","into, at, down","about"
"Macbeth’s desire _________ power brought about his downfall","in, with, as","for"
"The worker used __________ to patch up the hole in the wall.","sand, soil, grass","cement"
"The agenda for the meeting is __________ the notice","forwarded in, subscribed to, delivered as","enclosed with"
"I am exhausted, let’s _________a day.","call at, call off, call in","call it"
"It’s difficult __________reconcile such different points of view.","with, in, on","to"
"Many people reported ___________a noise in the night.","to hear, having heard, been hearing","to have heard"
"The colour of the walls in my room has faded _______.","in, with, on","away"
"The flight stewardess the passenger _____________.","when to start travelling, where to land the plane, how to judge the altitude of the plane","how to fasten the seat belt"
"I ____________a single word he says","not believe, am not believing, will not believe","don’t believe"
"She made her stepson her _______to her large fortune.","hare, hair, here","heir"
"The girl ran ___________the field when she saw her father after long time.","in, on, along","across"
"The Paralympics is a competition for the ______________.","disadvantaged, discouraged, despised","disabled"
"He has _________ his mind to Join Pak Army.","make by, made with, made by","made up"
"The farmers ____________their farms, if they had known that a thunderstorm was approaching.","will leave, would leave, will have left","would have left"
"I promise to ___________you in all circumstances.","stand up to, stand off, stand by","stand with"
"The problem ____________a lot of thought.","comes across, calls on, comes into","calls for"
"Do you prefer___________ or traditional art forms?","archaic, foreign, simultaneous","contemporary"
"It is already 8 o’clock. Can you _____ time to catch the bus?","have it in, have enough, made it","make it in"
"_________she is clever, she often makes mistakes.","Despite, Since, Yet","Although"
"It is certain that human beings _______________latent power of which they are only vaguely aware.","exhibit, impose, knowledge","possess"
"____________your instruction, we have closed your bank account.","In lieu, With regard to, On account of","In accordance with"
"My younger sister constantly misbehaves and is always causing ___________.","hostility, violence, courtesy","mischief"
"If you had followed the rules, you ____________disqualifie","will not be, would not be, will not have been","would not have been"
"The _________were arrested for illegally hunting the bears.","rangers, soldiers, villagers","poachers"
"________you leave now, you will be late.","Until, Till, Although","Unless"
"The man ___________down the road is my brother.","hurry, hurried, to hurry","hurrying"
"John said he __________to play at home.","prefer, will prefer, had prefered","would prefer"
"The housewife __________the cakes burning, and ran to switch off the oven.","smell, smells, smelling","smelt"
"If we go to the park, __________you like to come too ?","shall, are, am","would"
"When will you hand ____ your assignment?","back, down, into","in"
"I am very much __________to meet you.","delight, to delight, delighting","delighted"
"If I had helped him, he ____________drowne","will not be, would not be, will not have","would not have"
"He has many friends, but _________are good ones.","a few, the few, the some","few"
"_________the rain forests is very important, if we do not want the flora and fauna found there to become extinct.","Reserving, Destroying, Maintaining","Preserving"
"That was __________movie I have ever seen.","worse, most worst, bad","the worst"
"I assume ______________with me.","every one agreeing, every one to agree, that every one to agree","that every one agrees"
"There is quite tenuous evidence _________it.","with, at, must","for"
"The company let me ____ time off work.","taking, to take, took","take"
"___________you wake me up so early on a Sunday?","Could, Must, Will","Dare"
"Do not stay in the grasslands after dark, as some animals become _________when they see humans.","provoked, alerted, threatened","aggressive"
"My father was angry ________my failure.","in, on, with","at"
"She remained a __________all her life.","bachelor, unmarried, single","spinster"
"My brother is devoted _____________religion.","with, at, in","to"
"The lion sprang____________the buffaloes.","at, in, on","upon"
"The song in the play cannot be deleted as it is _________to the story.","intervened, innate, exacting","integral"
"After_____________smoking, they let the cigarette fall on the wood floor.","finished, had finished, finishes","finishing"
"There is something wonderful ____ him.","of, for, inside","about"
"He _________ in Pakistan.","live, is living, living","lives"
"The building is not safe and must be ___________down.","pull, pulling, pulls","pulled"
"I shall look _________ the matter.","in, about, after","into"
"I am very much ________ to meet you.","delight, to delight, delighting","delighted"
"All of us are devoted ________ one another.","of, at, with","to"
"The man __________ down the road is my brother.","hurry, hurried, to hurry","hurrying"
"It is already 5 o’clock. Can you _____ time to catch the bus?","have it in, have enough, made it","make it in"
"It is certain that human beings ______ latent power of which they are only vaguely aware","exhibit, impose, knowledge","possess"
"If we go to the park, ______ you like to come too ?","shall, are, am","would"
"Some people __________ to the officer against him about his mis-deeds","asked, question, informed","complained"
"The police forces have launched an operation to _______ out the kidnapped person","track, touch, nib","trace"
"If she is not interested, we will __________ the proposal.","vaccant, impulse, remove","abandon"
"There is something wonderful _______ him.","of, for, inside","about"
"The President’s speech was so ___________ that many people were persuaded to accept the need for change.","expressive, articulate, calm","eloquent"
"A speed limit is the _________ legal speed that you can travel on the roa","highest, biggest, longest","maximum"
"The speaker did not properly space out his speech, but went on _______ one point only.","avoiding, devoting, decrying","stressing"
"It’s difficult ______ reconcile such different points of view","with, in, on","to"
"I promise to ________ you in all circumstances","stand up to, stand off, stand by","stand with"
"CATTLE : DROVE : :","Soldier : Crew, Grain : Bundle, Bees : Heap","Chicken : Brood"
"FOX : CUNNING : :","Cat : Playful, Horse : Runner, Vixen : Cute","Ant : Industrious"
"CLOTH : TEXTURE : :","Body : Weigh, Silk : Cloth, Ornaments : Gold","Wood : Grains"
"STARE : GLANCE : :","Confide : Tell, Hunt : Stalk, Step : Walk","Gulp : Sip"
"CROWN : ROYAL : :","Throne : Regal, Wrap : Ermine, Pen : Author","Crucifix : Religion"
"PESTICIDE : PLANT : :","Injection : Disease, Medicine : Cure, Teacher : Student","Vaccination : Body"
"EMBROIDER : CLOTH : :","Patch : Quilt, Stain : Glass, Carve : Knife","Chase : Metal"
"AGENDA : MEETING : :","Performance : Ticket, Map : Scale, Footnote : Article","Programme : Function"
"BADMINTON : COURT : :","Hockey : Stick, Cricket : Bat, Football : Goal","Skating : Rink"
"CURTAIN : DRAPERY : :","Bedsheet : Bed, Pillow : Cushion, Mat : Floor","Cockroach : Insect"
"NUMISMATIST : COINS ::","Jeweller : Jewels, Cartographer : Maps, Geneticist : Chromosomes","Philatelist : Stamps"
"NEOPHYTE : EXPERIENCE ::","diplomat : negotiation, misanthrope : cynicism, umpire : reconciliation","E. boor : sensitivity"
"OBSEQUIOUS : FAWN ::","unsuccessful : achieve, conscientious : shirk, staid : laugh E. amenable : argue","compliant : yield"
"EXTRAVAGANCE : EXPENDITURE ::","bias : judgment, exaggeration : deception, inducement : invitation","E. distortion : paraphrase"
"INDUSTRIOUSNESS : ACTIVITY ::","kindliness : animosity, anxiousness : apathy, boldness : strength","E. fastidiousness : selectivity"
"STRATAGEM : DECEIVE ::","epithet : correspond, oration : publish, conservation : expend","E. sentence : prosecute"
"COHABIT : RESIDE ::","coincide : contradict, secrete : conceal, infiltrate : influence E. frame : incriminate","conspire : plot"
"CONTRACT : IMPLODE ::","expand : swell, add : accelerate, cool : solidify E. stretch : flex","descend : plummet"
"SOLILOQUY : PLAY ::","violin : concerto, overture : musical, duet : ensemble","E. aria : opera"
"HOST : PARASITE ::","meadow : soil, egg : bird, lair : predator E. kernel : seed","medium : bacterium"
"SENSITIZATION : ALLERGIC ::","immunity : vulnerable, invigoration : stimulating, sleep : anesthetic E. disinfection : preventive","habituation : inured"
"EUPHEMISM : OFFENSE ::","rhetoric : persuasion, metaphor : description, repetition : boredom E. conciliation : appeasement","prevarication : truth"
"APOLOGIZE : CONTRITE ::","aggravate : contemptuous, endorse : esteemed, extenuate : guilty E. rationalize : modest","compliment : impressed"
"COWARD : CRAVEN ::","liar : facetious, commentator : caustic, judge : impartial E. criminal : hostile","dupe : gullible"
"RENOUNCE : PLEDGE ::","exculpate : victim, desecrate : shrine, recriminate : hero","E. rescind : order"
"REQUEST : COMMAND ::","enlist : support, relegate : consign, volunteer : accept E. select : reject","propose : stipulate"
"BLANDISHMENT : COAX ::","budget : save, diary : reminisce, concert : play E. plea : threaten","medal : honor"
"EXORBITANT : MODERATION ::","dispassionate : equanimity, macabre : interest, brilliant : gullibility E. lavish : extravagance","perfidious : loyalty"
"FERTILIZE : GROW ::","nourish : enrich, heat : burn, graft : multiply E. prune : dwarf","immunize : resist"
"PERFUNCTORILY : INSPIRATION ::","ardently : passion, phlegmatically : composure, surreptitiously : obsession E. haltingly : reluctance","insolently : veneration"
"RELEVANT : CRUCIAL ::","marginal : unique, apparent : real, peripheral : central E. possible : desirable","perceptible : obvious"
"CANVAS : PAINTER ::","leather : shoe, brush : palette, chisel : wood E. hammer : carpenter","marble : sculptor"
"TROUBLED : DISTRAUGHT ::","annoyed : disillusioned, disturbed : interrupted, outmoded : ostentatious E. tranquil : placid","covetous : rapacious"
"MERCENARY : MONEY ::","scholarly : library, immaculate : cleanliness, thirsty : water E. belligerent : invasion","vindictive : revenge"
"SKIRMISH : INSIGNIFICANCE ::","revolution : democracy, feud : impartiality, bout : sparring E. crusade : remoteness","duel : formality"
"COMPLAIN : CARP ::","supply : donate, argue : debate, grumble : accuse E. pacify : intervene","drink : guzzle"
"REDOUBTABLE : AWE ::","tart : pungency, tacit : solitude, engrossing : obliviousness E. venerable : renown","despicable : contempt"
"TILE : MOSAIC ::","wood : totem, ink : scroll, pedestal : column E. tapestry : rug","stitch : sampler"
