question,wrong_choices,correct_answer
"A specie with maximum number of unpaired electrons ?","F, H2O, HF","NH-2"
"Measurement of the degree of polarity is___________________?","Electron affinity, Ionic character, Ionization energy","Dipole moment"
"In O2 each oxygen atom is hybridized_________________?","sp3, sp, All","sp2"
"Which one is not the absolute term of the element _________________ ?","Ionization energy, Electron affinity, Atomic size","Electro negativity"
"Which of the following is the best explanation that CO2 is non polar molecule __________________?","Linear geometry, Sp hybridization, None","Dipole moment is zero"
"The octet rule does not always hold for which of the following elements _________________?","C, O, F","P"
"Which type of bond is formed by overlap of p orbitals _______________?","Pi, Sigma, Neither","Both"
"The ionization energy__________________?","Does not change in a period, Increase from top to bottom in a group, Does not change in a group","Generally increases from left to right in a period"
"Shaking two immiscible liquids increases_________________?","Length of contact, Volume of contact, all of above","Area of contact"
"Which is not a sublime material_______________?","Iodine, Benzoic acid, Ammonium chloride","Potash alum"
"Selection of filter paper depends on size of particles to be________________?","dried, decolorized, decanted","filtered"
"The major steps involved in complete quantitative analysis are _________________?","2, 3, 5","4"
"Which is not related pair of term used in analytical techniques________________?","Filtrate residue, Drying desiccator, Separating funnel mother liquor","Sublimate sublimation"
"Sintered glass is a porous material used for ___________________?","absorption, adsorption, sublimation","filtration"
"The solvent or mixture of solvents used for separation of compounds is called____________________?","Stationary phase, Dynamic phase, Static phase","Mobile phase"
"Silica gel and alumina are used as __________________?","Mobile phase, Mixed phase, Single phase","Stationary phase"
"Safe and the most reliable method of drying crystals is through_________________?","Filter paper, Oven, None of these","Vacuum desiccators"
"A process controlled by Distributive law is__________________?","Crystallization, Sublimation, Filtration","Solvent extraction"
"Different components of a mixture have different Rf values due to________________?","Polar solvent used, Combination of solvents used, Distributive law","Their different distribution coefficients in the solvent"
"Identification of the components of a sample is_________________?","Quantitative analysis, Stoichiometry, Physical chemistry","Qualitative analysis"
"The technique used to separate components of mixture in solid phase ?","Crystallization, Filtration, Solvent extraction","Sublimation"
"The tip of funnel should touch the wall of the breaker in order to avoid____________________?","Inconsistent flow of filtration, premature crystallization, all of above","splashing"
"Size of filter paper is selected according to the amount of__________________?","solution, amount of soluble solute, Amount of solvent","amount of insoluble solute"
"Rate of filtration can be increased by applying gentle suction______________?","Gooch crucible, Sintered crucible, All of the above","Filter paper"
"In crystallization if the solvent is inflammable then direct heating is________________?","needed, depends on temperature, crystallization does not involve heating","avoided"
"In solvent extraction ether is used to separate products of organic synthesis from________________?","iodine, hydrochloric acid, gases","water"
"The use of CaCl2 and PCl5 in the process of crystallization is as a____________________?","oxidizing agent, reducing agent, colouring agent","drying agent"
"Without suction pump filtration is __________________?","Fast process, Rapid process, All are possible","Slow process"
"Direct conversion of solids into vapours is called ___________________?","Solvent extraction, crystallization, vaporization","sublimation"
"In CCI4 I2 shows________________?","Red colour, Blue colour, Yellow colour","Purple colour"
"Crystallization does not involve_______________?","heating, cooling, vaporization","sublimation"
"Animal charcoal adsorbs the coloured_________________?","crystals, solvents, both A & B","impurities"
"Ratio of the amount of solute in organic and aqueous solvent is________________?","Retardation factor, Distribution in aqueous solution, All statements are wrong","Distribution co-efficient"
"95% ethanol is called_________________?","methylated spirit, wood spirit, absolute alcohol","rectified spirit"
"Which of the following technique is simple and efficient to purify a substance____________________?","Filtration, Sublimation, Crystallization","Solvent extraction"
"Separation of a solid from its hot saturated solution by cooling is called__________________?","vapourization, solvent extraction, filtration","crystallization"
"Sintered crucible is made up of________________?","Plastic, porcetain, fiber","glass"
"Gooch Crucibles are made up of________________?","plastic, fibre, steel","porcelain"
"The solid which is left over the filter paper as a result of filtration_________________?","Insoluble particles, crystals, mud","residue"
"Estimation of amounts of different components in a sample is________________?","Qualitative analysis, Stochiometery, Physical chemistry","Quantitative analysis"
"Branch of chemistry that deals with the complete qualitative and quantitative analysis of a substance is___________________?","Stoichio chemistry, Physical chemistry, Quantum chemistry","Analytical chemistry"
"A technique of partition chromatography in which the solvent is in a pool at the bottom of container_______________?","Adsorption chromatography, Radial chromatography, Descending chromatography","Ascending chromatography"
"A substance having very high vapour pressure at its melting point on heating will show_______________?","Melting, Decomposition, Condensation","Sublimation"
"Fluted filter paper is used to__________________?","Filter hot solution, Avoid premature crystallization, Decrease the area","Increase the rate of filtration"
"Which of the following technique is used for the separation of insoluble particles from liquids ?","Crystallization, Solvent extraction, Chromatography","Filtration"
"Which of the following way in used for classification of chromatography ?","Shape, Phase, Mechanism","All"
"Neutrons moving with an energy of 1.2 MeV are called_______________?","Slow neutrons, Moderate neutrons, All are possible","Fast neutrons"
"When 6d orbital is complete the entering electron goes into_________________?","7f, 7s, 7d","7p"
"Centrifugal forces are balanced in atom by__________________?","Repulsive force, Electrons, Neutrons","Attractive forces"
"_______________ can expel proteons from paraffins ?","Electron, Positron, None of above has such capability","Neutron"
"Quantum number which tells the energy of electron is________________?","1, m, s","n"
"Wavelength of electron was verified by_________________?","Moseley, Einstein, Roentgen","Davisson and Germer"
"Sommerfelds modification in Bohrs model is_______________?","Orbit is cylindrical, Orbit is longitudinal, Orbit is asymmetrical","Orbit is elliptical"
"Pfund series are produced in the spectrum of hydrogen atom__________________?","when electrons jump down to 2nd- orbit, when electrons jump down to 3rd- orbit, when electrons jump down to 4th- orbit","when electrons jump down to 5th- orbit"
"The maximum number of orbitals present in a subshell that is represented by Azimuthal quantum number = 3 will be________________?","1, 3, 5","7"
"Rutherford bombarded _________________ particles in discovery of nucleus?","Gamma-rays, Beta-rays, X-rays","Alpha-rays"
"Charge of electron was measured by__________________?","J.J Thomson, Rutherford, Perrin","Millikan"
"Free neutron changes into proton with the emission of__________________?","Neutrino, Electron, Meson","Both A & B"
"Increase in atomic number is observed during_________________?","Alpha emission, Both A & B, Radioactivity","Beta emission"
"The number of fundamental particles in an atom of the lightest isotope carbon are_______________?","6, 12, 20","18"
"Atom cannot be divided into simple unitstheorized by________________?","Rutherford, Bohr, Schrodinger","Dalton"
"The velocity of the photon____________________?","Depends upon source, Depends upon its frequency, Equals to the square of amplitude","Is independent of wavelength"
"The relationship between energy of a photon of light and its frequency is given by________________?","de-Broglie duel nature of matter, Bohrs model, Rutherfords atomic model","Plancks Quantum theory"
"Positive rays are produced__________________?","By burning of gas, By cooling of the gas, From anode like cathode rays produced from cathode","By the bombardment of cathode rays on gas molecules"
"Colour of fluorescene produced by cathode rays depends upon________________?","Temperature, Pressure, Volume","Composition of glass"
"The atomic number of an element having maximum number of unpaired electrons in p-subshell is_______________?","10, 12, 16","7"
"The letters s p d and f are used to represent which quantum numbers________________?","Principal, Magnetic, Spin","Azimuthal"
"Three quantum number have been derived from equation of____________________?","de-Broglie, Plancks, Heisenberg","Schrodinger"
"Splitting of spectral lines when atoms are subjected to strong electric filed is called_________________?","Zeeman effect, Photoelectric effect, Compton effect","Stark effect"
"When electron jump into orbit 1 then series obtained is___________________?","Paschen, Pfund, Brackett","Lyman"
"Spectrum is produced due to________________?","Different colours, Different intensities, all have little contribution","Different wavelength"
"Milikan used ______________ in his atomizer?","Milk, Honey, Water","Oil"
"Electronic configuration of K is_________________?","[Ar]4s2, [Kr]5s1, [He]2s1","[Ar]4s1"
"Space around nucleus where finding probability of electrons is maximum is called ____________________?","Orbit is elliptical, subshell, Electron cloud","Orbital"
"Atom with higher atomic number produces X-rays of__________________?","Larger wavelength, X-ray not produced, All are possible","Shorter wavelength"
"When electrons collide with heavy metals than ___________ are produced?","Beta-rays, Alpha-rays, Gamma-rays","X-rays"
"Atomic orbits having same energy are called________________?","Bonding molecular orbitals, Anti bonding molecular orbitals, Half filled orbitals","Degenerate orbitals"
"The correct electronic configuration of Cu is ___________________?","[Ar]4s1, [Ar]4s2, [Ar]3d94s2","[Ar]3d104s1"
"2nd orbit is ___________ away from nucleus of H-atom as compared to 1st orbit is ?","2-times, 3-times, 6 times","4-times"
"Planks theory says energy is emitted__________________?","In continuous manner, Simultaneously, In the form of heat","Discontinuous manner"
"The value of e/m ratio of electron is________________?","6.02 x 1023 C/kg, 1.7588 x 1020 C/kg, 9.1095 x 10-31 C/kg","1.7588 x 1011 C/kg"
"Positive rays give flash on________________?","AgNO3 plate, AgCl plate, ZnO","ZnS"
"Angle of deflection was studied by________________?","Hitorff, Stoney, William Crookes","J.Perrin"
"Pressure in gas discharge tube was kept________________?","10 torr, 1 torr, 0.1 torr","0.01 torr"
"Which one of the following explain the shape of orbitals _________________?","Principal of quantum number, Magnetic quantum number, Spin quantum number","Azimuthal quantum number"
"Splitting of spectral lines when atom is subjected to magnetic field is called _______________?","Starks effect, Photo electric effect, Compton effect","Zeemans effect"
"Rutherfords planet like structure was defective and unsatisfactory because_________________?","Moving e- accelerate towards the nucleus, Continuous spectrum, behavior of electron remain unexplained","all"
"Which one is not true about cathode rays ?","9.11×10-31 Kg, Cast shadow, Heat up the platinum foil","Cannot ionize"
"When an atom absorbs energy the lines in the spectrum will appear which are_________________?","Brighter, Colourless, Hard to locate","Darker"
"The maximum number of electron in a sub shell with ? = 3fs______________?","6, 10, 18","14"
"The magnetic quantum number (QN) has its values determined directly by the value of_______________?","Principal (QN), Spin (QN), Both A & B","Azimuthal (QN)"
"All of the following were theorized by Bohr in his description of the atom except__________________?","Angular momentum of electrons in multiples of h/2?, Electrons revolve in discrete circular orbits, Energy of each electron is directly proportional to n2","Electrons radiate energy continuously in a given orbit."
"The amount of heat absorbed when one mole of a liquid is changed into gas at its boiling point is_____________________?","Molar heat of sublimation, Molar heat of fusion, Latent heat of that liquid","Molar heat of vapourization"
"If a physical and chemical change takes place at a constant pressure then the heat change during the process is called__________________?","Heat of transition, Heat of fusion, All of above","Enthalpy change"
"The number amino acid units for each turn of helix on average are____________________?","21, 23, 25","27"
"Which solids are called true solids _______________?","Metallic, Amorphous, Vitreous","Crystalline"
"The viscosity of solids is________________?","Negligible, Medium, No concept of viscosity in solid","Infinite"
"Crystalline solids can be identified easily from their ___________________?","Definite geometry, Transition temperature, Colour","Sharp melting point"
"A malleable solid is one which can be_________________?","Converted into wires, Melted easily, All of the above","Converted into thin sheets"
"Crystallites are present in_________________?","crystalline solids, liquid crystals, all of the above","amorphous solids"
"Molar heat of vaporization of water is_________________?","40.7 J/mole, 40.7 cal/mole, 40.7 Kcal/mole","40.7 KJ/mole"
"Liquid gets the shape of the container when it is poured into it. Which one of the following reasons justifies it ?","Liquid do not have definite shape, Liquid do not have definite volume, Lieuid is highly compressible","Liquid molecules can slide over each other"
"The number of formula units in 29.25g of common salt_________________?","6.022 x 1023, 2 x NA, 4 x 6.022 x 1023","3.01 x 1023"
"Rising of a wetting liquid in a capillary tube is due to__________________?","Surface tension, Cohesive forces, viscosity","Adhesive forces"
"The boiling point increases down the zero group element due to_________________?","Ion dipole forces, Hydrogen bonding, Dipole dipole forces","London forces"
"When water freezes at 0°C its density decreases due to_______________?","Change of bond angles, Cubic structure of ice, Change of bond length","Empty space present in the structure of ice"
"The conversion of vapours back into their liquid state is called__________________?","crystallization, evaporization, vaporization","condensation"
"Steam causes more sever burn than the boiling water because it possesses _________________?","Latent heat of fusion, Latent heat of sublimation, All of the above","Latent heat of vaporization"
"The density of water may be__________________?","Equal to that of ice, Less than that of ice, All are possible","Greater than that of ice"
"Which one is a conductor but is not malleable ?","Iron, Silver, Platinum","Graphite"
"Which one of the following does not show hydrogen bonding?","Water, Ethyl alcohol, Phenol","Diethyl ether"
"Which one is false for evaporation ?","Surface phenomenon, Continuous, Cause cooling","Exothermic"
"When the atoms of third layer are arranged in such a way that they directly lie above the atoms of first layer then this arrangement is called_________________?","ABCABC (Cubic), Orthor hombic, Rhombohedral","ABAB (hexagonal)"
"Which has strongest bonding in the solid state ?","Hydrogen Chloride (HCI), Chlorine (Cl2), Xenon(Xe)","Sodium Chloride (NaCI)"
"All the enthalpy changes are________________?","Negative, Positive, none","May or may not be A or B"
"The pressure during the molar heat of fusion is kept________________?","0 atmosphere, 2 atmosphere, 10 atmosphere","one atmosphere"
"Isomorphic substances have _______________?","Same physical and chemical properties, Same physical and different chemical properties, Different physical and same chemical properties","Different physical and chemical properties"
"Bucky balls is an allotropic from of__________________?","Sulphur, Silica, Tin","Carbon"
"The phenomenon in which a compound exists in two or more crystalline forms is called ________________?","Isomorphism, Anisotropy, Allotropy","Polymorphism"
"Boiling points of hydrocarbons increase with the increase in number of carbon atoms. It is mainly due to_________________?","More strength of H-bonding, Less polarizability, All of the above","More strength of London forces"
"Amorphous substances posses_________________?","No definite geometry, No definite heat of fusion, All of the above","No sharp melting points"
"A solid may be made up of_________________?","Atoms, Ions, Molecules","A, B, and C"
"If we provide very high amount of heat to a liquid its boiling point will__________________?","increase, decrease, there will be no boiling","remains constant"
"Which one of the following has highest volatility_________________?","Ethyl alcohol, Water, Ethylene glycol","Diethyl ether"
"During which process empty spaces between particles become minimum ?","ionization, fusion, evaporation","condensation"
"Table salt crystallizes with a______________________?","Face centered cubic lattice, simple cubic lattice, othorhombic lattice","body centered cubic lattice"
"Vapour pressure is not affected by_______________?","temperature, intermolecular forces, atmospheric pressure","Surface area"
"The ttractive forces between the partial positive end of one molecule and partial negative end of other molecule are called________________?","Ion dipole-dipole forces, London dispersion forces, Debye forces","Dipole-dipole forces"
"Formation of vapours from the surface of a liquid is called________________?","vapourization, condensation, cracking","evaporation"
"Water has maximum density at __________________?","0°C, 2°C, 100°C","4°C"
"The quantity of heat required to convert one mole of liquid into its vapours at its boiling point is called molar heat of__________________?","evaporation, crystallization, sublimation","vaporization"
"Forces of attraction which may be present between all kinds of atoms and molecules are _____________________?","intramolecular, intermolecular, Dipole-induced dipole","van der Waal"
"Hydrogen bonding is involved in____________________?","Solubility, Cleansing action of detergents, Biological molecules","All"
"Liquid crystal is discovered by __________________?","William Crooks, J.J Thomson, Bravis","Fredrack Reinitzer"
"Vapour pressure of water at 100°C is___________________?","55 mm Hg, 355 mm Hg, 1489 mm Hg","760 mm Hg"
"In order to mention the boiling point of water at 110°C the external pressure should be ?","Between 200 torr and 760 torr, 765 torr, any value of pressure","Between 760 torr and 1200 torr"
"When substance moves from a solid to a liquid state all of the following changes occur except__________________?","Molecules become more disordered, Intermolecular forces become weaker, Molecule become further separated","K.E of the molecules decreases"
"Which of the following has strongest intermolecular forces of attraction ?","Hydrogen (H2), Chlorine (Cl2), Methane (CH4)","lodine (I2)"
"________________ is study about energy of a chemical system ?","thermodynamics, chemical kinetics, stoichiometry","thermochemistry"
"Unit of heat in SI system is________________?","KCaL, Cal, GJ","J"
"Total energy of a system is_________________?","P.E + heat energy, K.E + heat energy, P.E + mechanical energy","P.E + K.E"
"CuSO4 + Zn?ZnSO4+Cu is___________________?","Non-spontaneous reaction, Endothermic, Exothermic","Spontaneous reaction"
"State function the macroscopic property of system depends upon________________?","path of reaction, initial state, final state","initial and final state"
"When enthalpy of reactants is higher than product then reaction will be_________________?","endothermic, spontaneous, non-spontaneous","exothermic"
"Enthalpy of combustion for food fuel and other compounds can be measured accurately by________________?","glass calorimeter, thermometer, manometer","bomb calorimeter"
"Enthalpy change can be_________________?","calculated by Hess law, can be measured by calorimeter, none","both A and B"
"Two fundamental ways to transfer energy are________________?","pressure and temperature, pressure and volume, heat and volume","heat and work"
"Most of thermodynamic parameters are_________________?","system, surrounding, phase","state functions"
"Enthalpy of a reaction can be measured by ____________________?","manometer, Barometer, thermometer","glass calorimeter"
"Which one of the following is a state function ________________?","pressure, temperature, enthalpy","all of the above"
"Pumping of water uphill is_______________?","spontaneous process, irreversible process, reversible process","non-spontaneous process"
"Reaction in which heat evolves is called ____________________?","endothermic, spontaneous, non-spontaneous","exothermic"
"Anything which depends upon initial and final state of a system is_______________?","environment, surrounding, enthalpy","state function"
"The environment in which a system is studied is __________________?","State function, phase, state","surrounding"
"A reaction has values of ?H and ?S which are both positive. The reaction __________________?","Is spontaneous, Spontaneity is temperature dependent, Has an increasing free energy","Is non-spontaneous"
"If internal energy of the system is increased ____________________?","Change in state of the system is increased, Temperature of the ystem may rise, Chemical reaction may take place","All"
"Which one is not state function ________________?","Internal energy, Enthalpy, Gibbs free energy","Work"
"Which is not heterocyclic compound _______________?","Furan, Thiophene, Pyridine","Aniline"
"the fractional distillation of petroleum produces gasoline up to ________________?","10%, 15%, 30%","20%"
"In cyano group the carbon atom shows which kind of hybridization___________________?","sp2, sp3, none of the above","sp"
"In sp3 hybridization the expected geometry of molecules will be__________________?","square planar, trigonal pyramidal, linear","tetrahedral"
"2-propanol and 1-propanol show the isomerism________________?","metamerism, functional group isomerism, geometric isomerism","position isomerism"
"A single atom or group of atoms which gives characteristic properties to a compound is called_________________?","radical, hydrocarbon, ion","functional group"
"Ether functional group can be represented as ____________________?","OH, R-CO-R, R-COOH","R-O-R"
"Which one of the following compounds shows intense knocking ?","n-pentane, iso-heptane, iso-octane","n-heptane"
"At low temperature and pressure cracking can be done in presence of catalyst________________?","Al2O3, Fe2O3, Fe2O3 and SiO2","Al2O3 and SiO2"
"Crude oil is blackish coloured liquid produced after the decay of organic matter present between_________________?","earth layer, mountains, rocks","sedimentary rocks"
"Coal is produced after a long time decay of_________________?","animals, fossils, all of the above","wood"
"Rate of reactions of most organic compounds are____________________?","very slow, very fast, no regular character present","slow"
"The organic compounds having very high molecular weight are called _________________?","carboxylic acids, ketones, aldehydes","polymers"
"The property of carbon chain formation is called _________________?","hybridization, polymerization, solvation","catenation"
"First organic compound synthesized in laboratory was _________________?","tartaric acid, ethyl alcohol, methanol","urea"
"The first organic compound was synthesized in laboratory by_________________?","Kolbe, Berzilius, Berthelot","Wohler"
"Pentane and 2-methyl butance have the same_______________?","Boiling point, Melting point, Structural formula","Percentage composition"
"Propene can exhibit________________?","cis-trans isomerism, geometric isomerism, both a & b","none of the above"
"Octane number 2 2 4-trimethyl pentane is________________?","90, 80, 70","100"
"Octane number can be improved by________________?","Isomerization, Adding (C2H5)4 Pb, Adding (CH3)4 Pb","All"
"C5H12 has the number of isomers ___________________?","one, two, four","three"
"The general formula of cycloalkene is __________________?","CnH2n, CnH2n+2, CnH2n-1","CnH2n-2"
"The structure of ethyne is_________________?","angular, trigonal, trigonal planar","linear"
"Only sigma bonds are present in__________________?","propene, butanoic acid, butanal","ethoxy ethane"
"Which of the following is an amide________________?","R-NH2, R – NH – R, C6H5NH2","RCONH2"
"Compound containing benzene ring in their structure are __________________?","aliphatic, carboxylic acid, carbohydrates","aromatic"
"Isomerism which is present only in alkene is__________________?","structural isomerism, metamerism, both b and c","cis-trans isomerism"
"Which of the following can be used as anti-knocking agent ?","PbCl2, (C2H5)2 Pb, all of the above","(C2H5)4 Pb"
"The metallic sound produced by engine due to the pre-ignition of fuel is called _______________?","reforming, cracking, a and c","knocking"
"The precess in which larger molecule with higher molecular weight breaks down into smaller moleucles with lower molecular weight____________________?","polymerization, isomerism, no such process occurs","pyrolysis"
"Methane is used in power generation in chemical industries being a__________________?","natural gas, good caloric value, All","cheaper"
"Organic compounds are soluble in ____________________?","polar solvent, alkalies, water","non-polar solvent"
"Compounds having same molecular formula but differ in structural formula are called __________________?","polymer, monomer, allotropes","isomer"
"Chemical properties of first member of homologous series with respect to other members are_________________?","different, depends upon number of C atoms, depends upon number of H atoms","same"
"A double bond consists of __________________?","Two sigma bonds, Two Pi bonds, One sigma and two Pi bonds","One sigma and one Pi bonds"
"According to vital force theory_______________?","Oorganic compounds can be synthesized from inorganic compounds, organic compounds can be synthesized by animals, organic compounds can be synthesized by plants","organic compounds cannot be synthesized from inorganic compounds"
"Organic compounds that are essentially nonpolar and exhibit weak intermolecular forces have________________?","Low vapour pressure, High boiling points, High electrical conductivity","Low melting points"
"Geometric isomerism is usually found in___________________?","Alkanes, Alkynes, Esters","Alkenes"
"Octane number 2 2 4-trimethyl pentane is__________________?","90, 80, 70","100"
"Hydro carbons which burn with smoky flame are called_________________?","Aliphatic, Alicyclic, Aldehyde","Aromatic"
"Main source of organic compounds is__________________?","Fossil, Coal, Plants","Animal"
"Industrial materials thermal power stations are coated with__________________?","Polyester resins, polyamide resins, Polyvinyl chloride","Epoxy paints"
"The common name of propane -1 3-dioic acid is____________________?","Oxalic acid, Succinic acid, Fumaric acid","Malonic acid"
"Which one does not exhibit aldol condensation___________________?","Ethanal, Acetone, Butanone","Benzaldehyde"
"The process of fermentation involves all the enzymes except__________________?","Diastase, Invertase, Zymase","Sucrase"
"Which one of the following is not a good leaving group ?","HSO4-, Cl-, Br-","OH-"
"When toluene reacts with chlorine in sunlight the first major product is__________________?","Benzal dichloride, O-chlorotoluene, O-chlorotoluene and P-chlorotoluene","Benzy1 chloride"
"Vinyl acetylene combines with hydrochloric acid produces___________________?","Diviny1 acetylene, Ethylidine dichloride, 1 – 3 – 3 – trichloro butane","Chloroprene"
"A great variety of the organic compounds is due to its property of carbon_________________?","Show tetravalency, Show isomerism, Can form multiple bonds","Exhibit catenation"
"In the complex [Cr(OH)3(H2O)3] the coordination number is __________________?","2, 3, 4","6"
"When chlorine is passed through hot solution of caustic soda the reaction is said as___________________?","Displacement, Reduction, Double displacement reaction","Disproportionation reaction"
"Chemical composition of cinnabar is____________________?","FeS2, PbS, ZnS","HgS"
"Which one is not the use of silicones________________________?","Lubricant, Water repellent film, Rubber sheet","Medicine"
"Keeping in view the size of atom which is in correct order___________________?","Mg > Sr, Lu > Ce, CI > 1","Ba > Mg"
"Nitrates of which pair gives different products on thermal decomposition___________________?","Na K, Mg Ca, Li Ca","Li Na"
"Which is true about Zn-Cu galvanic cell ?","Reduction occurs at anode, K+ ion transfer from salt bridge to left beaker of ZnSO4, Oxidation occurs at cathode","Anode is negatively charged"
"Stronger is the oxidizing agent greater is the___________________?","Oxidation potential, Redox potential, e.m.f of cell","standard reduction potential"
"18g glucose is dissolved in 90g water the relative lowering in vapour pressure is equal to ___________________?","8, 5.1, 6","one/fifty one"
"For which system does the equilibrium constant Kc has unit of (concentration)-1__________________?","N2+3H2 2NH3, H2+I2 2HI, PCI5 PCI3+CI2","2NO2 N2H4"
"Atomic radius can be determined by_________________?","Spectrophotometer, Optical microscope, Electron microscope","X – ray diffraction"
"Bohrs model is contradicted by__________________?","Plancks theory, Dual nature of matter, All of these","Heisenbergs uncertainty principle"
"Which of the following is pseudo solid_____________________?","CaF2, NaCl, Diamond","Glass"
"Plasma is used in_________________?","Fluorescent bulb, Neon signs, Lasers","All of these"
"A real gas obeying vander waals equation will resemble the ideal gas if_______________________?","Both a and b are large, a is small and b is large, a is large and b is small","Both a and b are small"
"A safe and more reliable method for drying the crystal is__________________?","Hot air currents, folds of filter paper, oven","Vacuum desiccator"
"A limiting reactant is one which________________?","is taken in lesser quantity in grams as compared to other reactants, is taken in lesser quantity in volume as compared to other reactants, gives the maximum amount of the product which is required","gives the minimum amount of the product under consideration"
"Which element has same isotopes like palladium___________________?","Nickel, Cadmium, Tin","Calcium"
"The number of atoms in a molecule determines________________?","macromolecule, macromolecule, molecularity","atomicity"
"The mass of one mole of electron is________________?","1.008, 0.184, 1.637","0.55"
"For industrial preparation of CH3CHO catalytic promoter is_________________?","PdCl2, CuCl2, PbCl2","Cu2Cl2"
"Ethy1 chloride on reduction in the presence of Zn/HCI produces___________________?","n. butane, Ethanol, Diethy1 ether","Ethane"
"When CO2 is made to react with ethy1 magnesium iodide in dry ether followed by acid hydrolysis yields______________?","Carboxylic acid, Ethanoic acid, Butanoic acid","Propanoic acid"
"Which one of the following will be sulphonated readily ?","Chlorobenzene, Nitrobenzene, Benzene","Toluene"
"When benzene is heated in air with V2O5 at 450°C yields_________________?","Phenol, Glyoxal, Benzoic acid","Maleic anhydride"
"In 1 – pentene -4- yne the carbon exhibit hybridization_________________?","sp3 – sp2, sp2 – sp, sp2 – sp","sp3 – sp2 – sp"
"Which one of the following looks odd__________________?","H2SO4, KMnO4, K2CrO4","H2S"
"The most paramagnetic element is____________________?","Cobalt, Chromium, Manganese","Iron"
"Which molecule has the highest bond energy among the halogens_________________?","Fluorine, Iodine, Bromine","Chlorine"
"The most reactive allotropic form of phosphorus is________________?","Redox potential, Black, Violet","White"
"Which is carnalite________________?","KCI, NaCI, Na2CO3. 10H2O","KCI MgCl2 6H2O"
"Which is the unit of (K) rate constant for zero order reaction ?","s-1, mol-1 dm3 s-1, mol-2 dm6 s-1","mol dm-3 s-1"
"Which of the following can be used in laptops ?","Silver oxide battery, Fuel cell, Lead accumulator","Nickel cadmium cell"
"Which of the following solution has the highest boiling point ?","18.0 % glucose solution, 6.0 % urea solution, All have same boiling point","5.85% NaCl Solution"
"Solubility product of AgCl is 2.0 x 10-10 mol2 dm-6. Maximum Concentration of Ag+1 ions in the solution is__________________?","2.0 x 10-10 mol dm-3, 1.0 x 10-10 mol dm-3, 1.0 x 10-5 mol dm-3","1.414 x 10-5 mol dm-3"
"For a given process the heat changes at constant pressure (qp) and at constant volume (qv) are related to each other as___________________?","qp = qv, qp < qv, qp = qv / 2","qp > qv"
"Which specie has unpaired electrons in antibonding molecular orbitals_______________?","O2+2, B2, O2-2","N2-2"
"Quantum number values for 3p orbitals are____________________?","n=3 l=2, n=3 l=0, n=3 l=3","n=3 l=1"
"Only London dispersion forces are present among the_________________?","Molecules of water in liquid state, Atoms of helium in gaseous state at high temperature, Molecules of hydrogen chloride gas","Molecules of solid iodine"
"The molecules of CO2 in dry ice form__________________?","Ionic crystal, Covalent crystal, Any type of crystal","Molecular crystal"
"Equal masses of methane and oxygen are mixed in empty container at 250?(C) The fraction of total pressure exerted by oxygen is___________________?","one / seventeen, sixteen / seventeen, two / three","one / three"
"A method of separation of components from its solution using Distribution law is ___________________?","Sublimation, Crystallisation, Distillation","Solvent extraction"
"The type of filtering media used for filtration depending upon____________________?","Nature of reactants, Nature of crucible, Nature of product","Nature of precipitate"
"Water absorber used in combustion analysis is___________________?","50% KOH, Lime water, CaCl2","Mg (CIO4)2"
"Which of the following set has all species isoelectronic__________________?","F – Cl – Br, Li+1 – Na+1 – K+1, H+ – H- – H","F – Ne – Na+"
"The volume occupied by 1.4g CO at S.T.P is___________________?","22.4 dm3, 2.24 dm3, 1.12 cm3","1.12 dm3"
"The compound which is added to leaded gasoline to save engine from lead oxide and lead sulphate deposits is__________________?","Ethylene iodide, Ethylene chloride, Ethylene fluoride","Ethylene bromide"
"Which of the following elements conduct electricity and also melts below 100°C ?","Aluminium, Carbon, Sulphur","Sodium"
"Acid present in acid rain may be_________________?","H2SO4, HNO3, none of the above","both A and B"
"The unit of the rate constant (k) is same as that of rate of reaction________________?","First order reaction, Second order reaction, Third order reaction","Zero order reaction"
"Which of the following elements react with steam to produce H2 gas?","Pd, Ni, Sn","All of the above"
"Consider the following redox reaction. Zn+dil HNO3? Zn (NO3)2 + N2O + H2O The coefficient number of HNO3 in the equation is__________________?","6, 8, 4","10"
"A solution can be both____________________?","dilute and saturated, saturated and unsaturated, saturated and super saturated","dilute and concentrated"
"The unit of molality is__________________?","moles dm-3, gram dm-3, none","moles kg-1"
"Solubility of CaF2 is 2.0×10-4 gdm-3 then Ksp of CaF2 is_______________?","4.0 x 10-8, 2.0 x 10-8, 4.0 x 10-12","3.2 x 10-11"
"Which of the following points are important in connection with equilibrium constant ?","Kc is constant at given temperature, Kc is unaffected by change in concentration of reactants or products, Kc indicates the extent of reaction but not about the rate of reaction.","All of the above"
"Which of the following molecule is polar__________________?","CCI4, CO2, BF3","none of the above"
"Which of the following elements has greater 1st ionization energy__________________?","B, C, O","N"
"Which catalyst is used in contact process ?","Fe2O3, SO3, Ag2O","V2O5"
"What is maximum number of electrons in an orbital with m (magnetic quantum number) = 3 ?","6, 4, 3","2"
"Fruit juices and fizzy drinks such as lemonade are often sold in aluminium cans. What is the most important reason aluminium is a suitable metal ?","aluminium can be recycled, aluminium has very low density, aluminium is the most abundant metal in the earth crust","aluminium is resistant to corrosion by organic acids."
