question,wrong_choices,correct_answer
"Which rays are trapped in our galaxy by magnetic waves?","Alpha rays, Gamma rays, None of these","Cosmic rays"
"According to Einsteins general theory of relativity the universe:________________?","Must be expanding, Must be contracting, Must be neither expanding nor contracting","Must be either expanding or contracting"
"There is no connection of supernova explosion with___________?","Cosmic rays, Pulsars, The formation of heavy elements","Quasars"
"Echo is a ___________ of sound?","Refraction, Interference, None","Reflection"
"Which stone floats on water?","Lime stone, Basalt stone, Quartzite stone","Pumice stone"
"According to many, including the Guinness Book of World Record,________is the world’s rarest mineral?","Benitoite, Jadeite, Taaffeite","Painite"
"Which of the following disease is spread by Fleas?","Small pox, Tetnus, Yellow fever","Typhus"
"A dolphin perceives its environment by the sense of__________?","Sight, Sound, None of these","Both of these"
"The Temperature of the surface of Sun is_______?","6,778 Kelvin, 7,778 Kelvin, 9,778 Kelvin","5,778 Kelvin"
"Mass of Earth is___________?","6.972 × 10 kg, 7.972 × 10 kg, 8.972 × 10 kg","5.972 × 10 kg."
"How many layers of Atmosphere?","2, 3, 4","5"
"Density of Water is_________?","897 kg/m³, 1000 kg/m³, 1025 kg/m³","997 kg/m³"
"Density of Milk is________?","1.024 g/cm3, 1.044 g/cm3, 1.054 g/cm3","1.034 g/cm3"
"When a single month has two full moons, the second moon is called________?","Super moon, Super blue moon, Red moon","Blue moon"
"A body of land that is surrounded by water on three sides is called________?","Strait, Bay, Gulf","Peninsula"
"Frozen dew is also known as________?","Frost, Frozen ice, Black hail","Black ice"
"White bloods cells are also known as________?","Thrombocytes, Erythrocytes, None of These","Leucocytes"
"The study of fish is known as ________?","Entomology, Ecology, None of these","Ichthyology"
"The scientific study of insects is known as _______?","Ichthyology, Zoology, Botany","Entomology"
"The study of organisms and their environment is known as ________?","Acoustics, Ichthyology, None of these","Ecology"
"The scientific study of measurement is known as __________?","Entomology, Ichthyology, Ecology","Metrology"
"Moon is a__________?","Star, Planet, A & B","Satellite"
"Chemical Name of Dry Ice?","Calcium Carbon, A&B, Sodium Oxide","Solid Carbon Dioxide"
"The main culprit of greenhouse effect is Carbon dioxide. But which is the second element contributing most to greenhouse effect","Nitrogen Dioxide (NO2), Chlorofluorocarbons (CFCs), High-fructose corn syrup (HFCs)","Methane (CH4)"
"As a result of which treaty, ozone hole in Antarctica is slowly healing?","Koyoto protocol, Ottawa treaty, Oslo Accord","Montreal protocol"
"How many meters are in one mile?","How many meters in one mile?, 1409.34, 1509.34","1609.34"
"Montreal Protocol 1987 was__________?","Treaty among nations to reduce nuclear arsenals, Climate control treaty, Trade policy about tarrifs","Treaty to protect ozone layer"
"Disolved oxygen (DO) in water should be?","400 to 800 ppm, 4000 to 8000 ppm, 0.4 to 0.5 ppm","4 to 5 ppm"
"Why normal rain is slightly acidic?","due to presence of dust in air, Ozone depletion, All of these","carbon dioxide and water in clouds react to form carbonic acid"
"The yellow colour in photochemical smog is due to the presence of____________?","Sulphur dioxide, Carbon dioxide, CFC’s","Nitrogen dioxide"
"Human beings use _______ liters of pure oxygen per day.","2500, 1,050, 10,000","550"
"In 2013, Planck measured the age of the universe at ___________?","4.53 billion years, 4.6 billion years, 4.53 billion years","13.82 billion years"
"Jupiter has ________ known moons.","62, 73, 53","79"
"The study of heavenly bodies is known as_________?","Astrology, Astronautics, Astrophysics","Astronomy"
"kilohertz (kHz) is a unit which measures?","Power used by a current of one ampere, Voltage, Electric resistance","Electromagnetic radio wave frequencies"
"Which of the following does not pollute the air?","Sulfur dioxide, Carbon dioxide, none of these","Nitrogen Dioxide"
"Scientist discovered a previously undetected feature of the human Anatomy that could be the largest organ of human body?","Brass, Pectora, Otic","Interstitium"
"‘Bar’ is the unit of___________?","Temperature, Heat, Current","Atmospheric pressure"
"“Ornithology” is the study of_____________?","Insects, Sea Plants, Sea Animals","Birds"
"How many Dynes are there in one gram weight?","993, 250, 375","981"
"The melting point of ice is_________?","100C, 4C, -4C","0C"
"Wind always blows from area of ________?","Low pressure to high pressure, Only low pressure, Only high pressure","High pressure to low pressure"
"Density of Ice is_________?","800kg/m3, 930kg/m3, 1000kg/m3","917kg/m3"
"The density of Air is_____________?","0.225 kg/m3, 1.025 kg/m3, 1.425 kg/m3","1.225 kg/m3"
"How long does it take for the moon to orbit the earth once?","26.3 days, 28.3 days, 30.3 days","27.3 days"
"The distance b/w Earth and Moon is___________?","3,50,000km, 3,60,100km, 3,72,000km","3,84,400km"
"The Mirror used in the Automobiles are___________?","Concave, Plains, Reflective","Convex"
"The Time taken for sunlight to reach the Earth is___________?","700 sec, 8hrs 20 mins, 8 mins","8 mins 20 sec"
"The Scientist who told “Heat is a form of Energy” was___________?","Thomas Alva Edison, Newton, Kepler","Joule"
"One Quintal is Equal to___________?","70 kg, 80 kg, 90 kg","100 kg"
"In Space, our Body_______?","Gains Weight, No Change, Little Change","Loses Weight"
"The Percentage of Water used for Drinking in the world is?","10%, 3%, 5%","1%"
"Growth is provided by________?","Minerals, Vitamins, Carbohydrates","Protein"
"Deficiency of Iodine causes:____________?","Anemia, Scurvy, Rickets","Goiter"
"Which of the following is not a water soluble vitamin?","Pyridoxine, Pantothenic acid, Niacin","Tocopherol"
"The vitamin Folate works together with __________ to produce new red blood cells?","Vitamin D, Vitamin A, None of the above","Vitamin B-12"
"Common food sources of Vitamin A are:___________?","Milk, eggs, butter, cheese, cream, and liver, White sugar, honey, and sugar cane, Broccoli, apricots, cantaloupe, carrots, sweet potato, spinach","Both A and C"
"Which of the following is a function of Vitamin A in the body?","Vision, bone and body growth, Immune defenses, maintenance of body linings and skin, Normal cell development and reproduction","All of the above"
"Vitamin C deficiency leads to:____________?","Cold, Cancer, Rickets","Scurvy"
"Most abundant color in Earth is_________?","Green, Brown, Black","Blue"
"The hard, solid rocks, whose composition or texture has been changed by heat or pressure in the Earth are called____________?","Sedimentary rocks, Igneous rocks, All of the above","Metamorphic rocks"
"One Astronomical unit is equal to how much Km in whole numbers?","160 million km, 140 million km, 130 million km","150 million km"
"Nearest galaxy to our milky way is ________?","Messier 81, Triangulum, Whirlpool","Andromeda"
"Approximate age of milky-way is ________?","16.5 billion years, 15.5 billion years, 14.5 billion years","13.5 billion years"
"Approximate age of earth is ________?","4.14 billion years, 4.64 billion years, 4.34 billion years","4.54 billion years"
"Approximate age of moon is _________?","4.51 billion years, 4.55 billion years, 4.57 billion years","4.53 billion years"
"Approximate age of sun is _________?","4.4 billion years, 4.5 billion years, 4.7 billion years","4.6 billion years"
"Which gas was discovered on the sun about 151 years ago during total solar eclipse?","Hydrogen, Nitrogen, Flourine","Helium"
"In which layer of atmosphere does commercial aircrafts usually fly?","Troposphere, Mesosphere, Thermosphere","Stratosphere"
"Largest moon in our solar system is ________?","Deimos, Phobos, Arche","Ganymede"
"Largest Galaxy in the Universe is_________?","Andromeda Galaxy, Milky-Way, Horseshoe Galaxy","Spiral Galaxy"
"Cause of Malaria is ________?","Dirty environment, Pollution, None of above","Mosquito"
"The volume of Blood in a Human body to be approximately _________ of body weight?","6%, 8%, 9%","7%"
"Water vapour beyond the dew point result in_________?","Precipitation, Hailstorm, Formation of ice","Condensation"
"Japan is called ‘Land of the rising sun’ because:","Sun rises there as soon as it sets, Sun always remains in the eastern past of the sky throughout the day in Japan, The rays of the sun get reflected from the waters of the sea and make the sunrise beautiful in Japan","Japan being the Eastern most country in the world, it has the earliest sunrise"
"what are stars mainly made of ?","Rock, Ice, Light","Balls of gass"
"which Planet is Called Earth’s Sister?","Mercury, Mars, Neptune","Venus"
"Lack of _______ causes diabetes?","Vitamins, Sugar, Calcium","Insulin"
"What is the effect of height increase over temperature?","Temperature increase, Remains constant, None","Temperature decrease"
"Boiling of an egg is a change which is__________?","Physical, Physiological, Morphological","Chemical"
"The major ingredient of leather is__________________?","Polymer, Nucleic acid, None of these","Collagen"
"Glass is made of the mixture of______________?","Quartz and Mica, Sand and Salt, None of these","Sand and Silicates"
"Rusting of Iron involves_______________?","Reduction, Decomposition, Displacement","Oxidation"
"How long does the earth take to cover 1° longitude?","2 Minutes, 3 Minutes, 5 Minutes","4 Minutes"
"Microphone converts sound energy into ___________?","Microwaves, Optical Signals, Heat energy","Electrical signals"
"1 BTU(British thermal unit) is equal to___________?","955 joules, 990 joules, 1211 joules","1055 joules"
"Dengue Fever is also called___________?","Black Fever, Plasmodium Fever, Remittent Fever","Breakbone Fever"
"Which element is used as moderator in nuclear reactor?","Light water, Dense water, Fresh water","Heavy water"
"Which of the following Rays are more Penetrating?","Beta rays, Alpha rays, X-rays","Gamma rays"
"Sun revolves around milky way in about _____ million years.","225, 245, 250","230"
"Sun is divided into ______ main layers.","2, 4, 5","3"
"The sun is containing _______ % mass of the solar system?","75.24%, 79.36%, 89.10%","99.86%"
"Sun is moving around the centre of the galaxy at a velocity of _______ km/s?","205, 210, 215","220"
"The horizontal rows of the periodic table are called ______?","Groups, Sets, Matrices","Periods"
"Battery was invented by__________?","Nicolas Léonard Sadi Carnot, Michael Faraday, Friedrich Bessel","Alessandro Volta"
"Which Planet has purple rocks according to NASA ?","Jupitar, Neptune, Earth","Mars"
"A loudspeaker changes _________ energy into sound energy.","Chemical, Light, Kinetic","Electrical"
"The strongest part(s) of a magnet is/are _________?","North pole, South pole, Median of north and south pole","North and south pole"
"Which metallic element is liquid at room temperature?","Zinc, Nickel, Lead","Mercury"
"Pathology is the study of____________?","Ethics, Future, Cancer","Disease"
"International date line passes through which strait?","Malacca Strait, Adam Strait, Java Strait","Bering Strait"
"Hepatitis is a disease of which of the following organ?","Heart, Lungs, Brain","Liver"
"Which of the following female mosquito is the cause of Dengue fever?","Anophilies, Barinohils, N.O.A","Aedes Aegypteis"
"Who discovered the Gamma Rays?","Alfred Marshall, Bohar, Jabar bin Hayan","Paul Villard"
"The most brightest planet amongst the eight planets?","Mercury, Jupiter, Neptune","Venus"
"Segmented Worms take breath through:_________?","Mouth, Nose, Head","Moist Skin"
"Year is longest on:___________?","Earth, Mercury, Mars","Jupiter"
"The gravitational pull at the lunar surface is ________ of Earth?","1/3, 1/4, 1/5","1/6"
"X-rays were discovered by __________?","Thomson, Ernest Rutherford, Bacquerel","Wilhelm Conrad Roentgen"
"Lactometer is used for__________?","Ship, Honey, None","Milk"
"Bamboo is a__________?","Herb, Shurb, Tree","Grass"
"Glucose syrup is made from__________?","oat, wheat, rice","maize"
"who invented bulb?","Philips, Robert, Willium","Edison"
"Central Color of Rainbow is__________?","Blue, Red, Indigo","Green"
"Study of current and past landscapes formation is known as____________?","Morphology, Aero logy, Biology","Geo-morphology"
"Which one of the following is applicable to the planet ‘Venus’?","Smallest, Most dense, Largest","Brightest"
"The setting sun often looks oval in the shape because of__________?","The fact that sun really becomes oval in the evening, Optical Illusion, Dispersion","Refraction of rays of sun passing through the atmosphere"
"Hailey’s comet is visible after every_________?","84 years, 1000 years, 365 years","76 years"
"Which of the followong spacecrsft enabled man to step on the moon first?","Spuntnik I, Luna II, Vostok I","Apollo XI"
"Among the planets of the Solar system the position of the Earth from the Sun is:_________?","Second, Fourth, Sixth","Third"
"Most important effect of the moon on earth is that it___________?","Causes weather change, Causes earthquakes, Causes solar and lunar eclipse","Effects tides of the ocean"
"The Lunar eclipse occurs when:","Moon is b/w the earth and the sun, Sun is b/w the earth and the moon, Earth is at right angles to the direction of the sun and the moon","Earth is b/w the sun and the moon"
"Which is the nearest star to our sun?","Alpha Scorpii, Beta Orionis, Vega","Proxima Centurai"
"Who was the first to measure the earth’s radius","Galileo, Copernicus, Ptolemy","Eratosthenes"
"Which of the following is the largest planet?","Neptune, Saturn, Mars","Jupiter"
"Which of the following planets has the smallest diameters_____?","Marx, Pluto, Venus","Mercury"
"Which of the following planets is fastest rotating planet?","Mercury, Marx, Venus","Jupiter"
"Spring tides occur on new moon and full moon days because on these days_____________?","and, Sun and earth are at right angles, Sun and moon are at right angles","Sun, moon"
"Isobars are the lines connecting the places having same:___________?","Rainfall, Height, Temperature","Pressure"
"Which on of the following planets orbits around the sun in a clockwise direction?","Earth, Mercury, Jupiter","Venus"
"Which one of the following is not a unit of distance?","Parsec, Astronomical Unit, Light Year","Foot Candle"
"Constellations referred to as zodiac, are__________?","Signs of Roman gods, A group of stars, None of these","Imaginary regions that encompass the path of the planets"
"‘Black holes’ refers to_______________?","Holes occurring in heavenly bodies, Bright spots on the sun, Collapsing object of low density","Collapsing object of high density"
"The phases of the moon are partially the result of the____________?","Changes in the shape of the moon, Variations in the moon’s gravitation, Variations in the speed of rotation of the moon","Revolution of the moon around the earth"
"The top atmosphere of the Earth directly reflects back into space nearly what part of the total amount of sun’s energy coming to it?","10%, 20%, 50%","30%"
"What is the temperature at the center of the Sun?","6 million °C, 10 million °C, 20 million °C","15 million °C"
"What is the mass of the Sun?","1.5×10 Power 30 Kg, 4.5×10 Power 30 Kg, 8×10 Power 30 Kg","1.98×10 Power 30 Kg"
"An example of an abiotic component __________?","Plants, Animals, Bacteria","Soil"
"Pollutants that are introduced into the environment by human activity are called as ___________?","Qualitative pollutants, Quantitative pollutants, All of Above","Anthropogenic pollutant"
"Basidiospores are considered to be a major source of ___________?","water borne allergens, animal faeces, bio-weapon","airborne allergens"
"The species that flower are called ______________?","Gymnosperms, Bryophytes, Algae","Angiosperms"
"The instrument that measures temperature, pressure, and humidity at various altitudes in the atmosphere ___________?","Barograph, Aneroid barometer, Altimeter","Radiosonde"
"Which are the largest of the white blood cells?","lymphocytes, eosinophils, basophils","monocytes"
"The outermost layer of skin is the__________?","endodermis, dermis, hypodermis","epidermis"
"“Elephant” large unit of paper measurement equal to 28 by__________","25 inches, 28 inches, 31 inches","23 inches"
"Candela is the basic unit of_________________?","heat producing value, Thermodynamic temperature, radioactive decay","luminous intensity"
"Steradian is the unit of_______________?","Liquid angle, Gas angle, Plain angle","Solid angle"
"Siemens is the unit of__________________?","Magnetic Conductance, Electrical Capacitance, Magnetic Capacitance","Electrical Conductance"
"Tesla is the unit of_________________________?","Electric Field Strength, Gravitational Field Strength, Nuclear Field Strength","Magnetic Field Strength"
"There are__________ kinds of Joints in human body?","5, 6, 7","4"
"Types of bones in human body are: Long, short, irregular and ____________?","Medium, Regular, Rough","Flat"
"In human body there are_________________kinds of bones?","3, 5, 6","4"
"Melanoma (skin cancer) is associated with ______________?","ozone accumulation, acid rain, allergens","ozone depletion"
"The earth’s atmosphere is divided into layers based on the vertical profile of __________?","Air pressure, Air density, Wind speed","Air temperature"
"The temperature at which water boils depends mainly on ____________?","Air temperature, Relative humidity, Air density E. The specific heat of air","Air pressure"
"A term biotype means ___________?","all individuals having same genotype, all individual with different phenotype, all individuals with different genotype","all individuals having same phenotype"
"Barnacles growing on the back of whale is an example for ________________?","mutualism, parasitism, amensalism","commensalism"
"Fine organic or inorganic particles suspended in air is called _______________?","particulate pollutant, gaseous pollutant, none of these","aerosol"
"Fog that most often forms as warm rain falls into a cold layer of surface air is called ______________?","Radiation fog, Advection fog, Upslope fog","Evaporation (mixing) fog"
"When oil and gas resources are burnt they kill many forests and lakes by ________________ ?","deforestation, water pollution, forest fire","acid rain"
"The pyramid of energy in any ecosystem is _________?","May be upright or invented, Always inverted, Always Circle","Always upright"
"In middle latitudes, which cloud will have the lowest base ________________________ ?","Cirrostratus, Altocumulus, Cirrus","Stratocumulus"
"Fatal degenerative lung disease caused by particulate asbestos is referred to as _____________?","asthma, allergy, sinusitis","asbestosis"
"The blueness of the sky is mainly due to _____________?","The presence of water vapor, Absorption of blue light by the air, Emission of blue light by the atmosphere","The scattering of sunlight by air molecules"
"The atmosphere near the earth’s surface is “heated from below.” Which of the following does not significantly contribute to this heating _____________________?","Conduction of heat upward from a hot surface, Convection from a hot surface, Absorption of infrared energy that has been radiated from the surface","Heat energy from the earth’s interior"
"The gradual physiological adjustment to slowly changing new environmental conditions is known as _____________________?","Selection, Introduction, Quarantine","Acclimatization"
"Salinization is ___________?","Accumulation of salts in water, Accumulation of salts in body, Accumulation of salts in animals","Accumulation of salts in soil"
"Acid deposition causes ______________________?","the greenhouse effect to lessen, acid indigestion in humans, all the above are correct","lakes and forests to die"
"Water vapor is ______________?","A cloud droplet, A rain drop, A snowflake","A gas"
"At what time of day is the relative humidity normally at a minimum ________________ ?","Just before sunrise, About midnight, When the air temperature is lowest","When the air temperature is highest"
"The atmospheric greenhouse effect is produced mainly by the __________________?","Absorption and re-emission of visible light by the atmosphere, Absorption and re-emission of ultraviolet radiation by the atmosphere, Absorption and re-emission of visible light by clouds E. Absorption and re-emission of visible light by the ground","Absorption and re-emission of infrared radiation by the atmosphere"
"Which of the following chemicals is not found in tobacco smoke?","Chlorine bleach, Rocket fuel, Barbecue lighter fluid","Nail polish remover"
"What is the addictive drug in tobacco ______________?","Ethanol, Ammonia, Tar","Nicotine"
"How does smoking cigarettes impact the red blood cells?","Decreases their ability to congeal, Decreases their ability to reach their typical life duration, Decreases their ability to cleanse wounds","Decreases their ability to carry oxygen"
"Which of the following conditions related to smoking involves damage to the alveoli sacs?","Lung Cancer, Atherosclerosis, Asthma","Emphysema"
"Periodontics deals with _____________?","Surgery of spine, Stomach disorders, Ligaments restoration E. Heart attacks","Dentistry"
"Fuzzy logic is a part of_________________?","Aristotle’s philosophy, Epicurianism, Sophism","Computer science"
"Circadian Rhythm refers to _____________?","Planetary movements, Formation of galaxies, Calisthenics","Human body cycles"
"What is it called when the Earth is closest to the sun _____________?","Aphelion, Apoapsis, Periapsis","Perihelion"
"Earth is closest to the sun every year in early ______________, when it’s winter for the Northern Hemisphere. We’re farthest away from the sun in early __________________, during our Northern Hemisphere summer.","June – December, July – January, December – June","January – July"
"An extremely small piece of silicon on which integrated circuits are implicated is called __________________?","Card Reader, Hollerith Code, Feed","Chip"
"The property of a substance to absorb moisture from the air on exposure is called____________?","osmosis, efflorescence, desiccation","deliquescence"
"The variety of coal in which the deposit contains recognizable traces of the original plant material is____________?","bitumen, anthracite, lignite","peat"
"Bromine is a___________________?","black solid, colourless gas, highly inflammable gas","red-brown liquid"
"what is the height of The atmosphere layer mesosphere?","50 km, 40 km, 10 km","85 km"
"Second layer of Earth’s atmosphere is__________?","Mesosphere, Troposphere, Thermosphere","Stratosphere"
"Border line which separates outer space from Earth’s atmosphere is known as___________?","Durand line, Space line, Venus line","Karman line"
"Places experiencing equal impact of an earthquake are called_________________?","Seismic built, Seismic plates, Seismic waves","Seismic lines"
"A man can survive without food for atleast?","2 month, 3 month, 4 month","1 month"
"Which of the following is a mammal?","Ostrich, Crocodile, Duck","Platypus"
"Hydrogen peroxide (H2O2)______________?","helps line up cell proteins, is often needed as a catalyst, aids in oxidation of glucose","is poisonous to tissues"
"Study of the Universe is known as___________?","Sociology, Universology, Petology","Cosmology"
"Approximately how many Galaxies are there ?","10 Billion Galaxies, 1000 Billion Galaxies, 10000 Billion Galaxies","100 Billion Galaxies"
"Big Bang theory explains_____________?","Origin of Sun, Laws of physics, None of above","Origin of Universe"
"Big Bang was an explosion that occurred ?","10 Billion years ago, 20 Billion years ago, 25 Billion years ago","15 Billion years ago"
"Which is correct order of solar system starting from Sun ?","Mercury, Venus, Earth, Mars, Jupiter, Saturn, Neptune, Uranus, Mercury, Venus, Mars, Earth, Jupiter, Saturn, Neptune, Uranus, Mercury, Venus, Earth, Jupiter, Mars, Saturn, Uranus, Neptune","Mercury, Venus, Earth, Mars, Jupiter, Saturn, Uranus, Neptune"
"Diameter of Sun is_____________?","12 Lakh kms, 13 Lakh kms, 15 Lakh kms","14 Lakh kms"
"Intrinsic Semi-conductor is also known as__________?","Impure-Conductor, Simple Conductor, None of these","Pure-Conductor"
"On passing through food stuff, X-ray can kill the___________?","Fungus, Virus, insects","Bacteria"
"Vitamin A is found in the____________?","white vegetables, Yellow vegetables, Red vegetables","Green vegetables"
"The protein content of edible portion of egg is___________?","13 %, 14 %, 14.5%","13.3%"
"Alzheimer’s disease in human beings is characterized by the degeneration of _______","Kidney cells, Liver cells, Spleen cells","Nerve cells"
"The protein content in wheat is approximately_______________?","6%, 9%, 15%","12%"
"Average salinity or ratio of salt as per kilogram of water of ocean is__________?","55 grams, 32 grams, 42 grams","35 grams"
"Sum of all ecosystems is classified as___________?","Aero sphere, Ionosphere, Ozonosphere","Biosphere"
"Pedosphere is sum of_____________?","Organisms, Soil and water, Air","All of above"
"Ice mass that covers more than fifty-thousand square kilometers of land area is classified as____________?","ice field, glacier erosions, ice cap","ice sheet"
"Evaporation from ice and snow is known as___________?","evaporation, hydrogenation, insolation","sublimation"
"What is the name of the central part of the earth?","Mantle, Crust, None of the above","Core"
"The rocks formed out of layers of sediment bonded together are known as _______________?","Metamorphic rocks, Igneous rocks, All of the above","Sedimentary rocks"
"Which one is the world’s largest mangrove forest(s)?","Changa Manga Forest, Amazon Forest, None of the above","Sundarbans Forest"
"The point that lies directly above the source of an earthquake is known as _______________ ?","Earthquake Center, Gravitational Center, Geological Center","Epicenter"
"What is/are the basic purpose(s) of dams?","Storage of water in a large reservoir, Generation of electricity, Control of floods","All of the above"
"Which one of the following can be synthesized by Liver _______?","Vitamin B6, Vitamin B12, Vitamin E","Vitamin K"
"Which among the following is responsible for producing color of human skin ___?","Insulin, Vitamin K, DNA","Melanin"
"In which part of the eye lies the pigment that decides the colour of the eyes of a person___?","Retina, Cornea, Pupal","Iris"
"By which process copper is refined ____________?","Oxidation, Zone Refining, Electrolysis","Roasting"
"Magnalium is an alloy of_____________?","Magnesium and Lead, Aluminium and Zinc, Aluminium and Mercury","Aluminium and Magnesium"
"Which of the following metal occurs in free state ______________?","Iron, Mercury, Copper","Lead"
"The vitamin which is generally excreted by humans in urine is__________?","Vitamin A, Vitamin B, Vitamin B12","Vitamin C"
"The Virus of AIDS affects the growth of_____________?","Hemoglobin, RBCs in blood, Grey Cells in blood","T cells in blood"
"The total energy of revolving electron in an atom_____________","Will always be positive, Can have any value above zero, Cannot be negative","Can never be positive"
"Muscle fatigue is caused by the accumulation of___________?","Uric acid, Oxalacetic acid, Fyruvie acid","Lactic acid"
"An element that does not occur in nature but can be produced artificially is__________?","Uranium, Radium, Thorium","Plutonium"
"What is the element required for solar energy conversion ______?","Ultra pure carbon, Beryllium, Tantalum","Silicon"
"The ratio of pure gold in 18 carat gold is _______________?","0.5, 0.9, 0.8.5","0.75"
"Which pollutant from motor car exhaust causes mental disease _____?","Carbon dioxide, Sulpher Dioxide, Mercury","Lead"
"Spinach leaves are rich source of________","Amino acid, Vitamin E, Carotene","Iron"
"Galvanised Iron sheets have a coating of____________","Tin, Silver, Chromium","Zinc"
"Phobos is the natural satellite of which planet__________ ?","Venus, Saturn, Neptune","Mars"
"what kind of soil is treated with gypsum to make it suitable for cropping______?","Acidic, Waterlogged, Soil with excessive clay content","Alkaline"
"Mercury is also known as_________?","Shine Silver, Slow Silver, Slippery Silver","Quick Silver"
"Which of the following vitamins is synthesized in the body by intestinal bacteria_______?","Vitamins B1, Vitamins B12, Vitamins E","Vitamins K"
"Cow milk is a rich source of____________?","vitamin C, vitamin B, vitamin K","vitamin A"
"Which Vitamin gets destroyed on heating?","B, E, K","C"
"AIDS virus is______________________","Single-stranded DNA, Double-stranded RNA, Double-stranded DNA","Single-stranded RNA"
"The speed of light with the rise in the temperature of the medium____________?","Decrease, Increase, First decrease then increase","Remain the same"
"There are three types of plate boundaries i.e Divergent, Convergent and____________","Normal, Complex, Plain","Transform"
"The production of rubber tree is better adopted to areas where the climate is_________","Warm and dry, Cool and moist, cool and dry","Warm and humid"
"Gulf streams are caused by__________.","Cyclones, Temperature, Difference in water level","Ocean Pressure"
"“Rancidity produced in butter can be decreased by adding quinoline to the butter”. This statements shows that _______________?","Nothing is impossible, Quinoline is a catalyst, Quinoline is an activator","Quinoline is an inhibitor"
"In the Composition of the earth, Aluminum is _______________?","27.5%, 20.3%, 14.5%","8.23%"
"The areas around the North and South poles within the Polar circles is called _____________?","The Torrid Zone, The Temperature Zone, The Hardiness Zone","The Frigid Zone"
"The strength of wave action depends on all these EXCEPT:","Wind strength, Depth of coastal water, Height of waves","Currents in the sea"
"Bore is caused by______?","Friction from prevailing winds, Spring tide and strong winds, Unequal heating of oceans","Rising tide while meeting river currents"
"Which of these is not a Metamorphic rock?","Quartzite, Slate, Gneiss","E. Diorite"
"The final phase of a star’s evolution is determined by the star’s:","Age, Gravitational pull, Density","Mass"
"Which of the statements to about the Troposphere is not true?","It contains 85-90% of the atmosphere’s mass, It contains nearly all the water and oxygen of the atmosphere, It is the zone which exhibits changes in condition of weather","It is about 350 km thick"
"A canyon is a large form of ________?","Dry valley, Pediment, Badiand","Gorge"
"A wind which reverses seasonally is known as_____?","Trade, Cyclonic, Polar","Monsoon"
"The Stevenson screen contains all of these EXCEPT:","Wet bulb thermometer, Maximum thermometer, Ordinary thermometer","Anemometer"
"Weather describe the condition of ______ at any one time.","The earth, The land surface, The ionosphere","The atmosphere"
"Water vapour turns into clouds in the atmosphere when:","It rains, The temperature rise, Evaporation takes place","Dew point is reached"
"When a warm air is lifted off the surface in temperature depression it is called ________?","A cold front, An anticyclone, A warm front","An occlusion"
"Afternoon rains in the equatorial region are the result of influences _______?","Land Breeze, Monsoon, Frontal","Convectional"
"The oldest barrage on the river Indus at Sukkur was built in_____?","1940, 1930, 1928","1932"
"The largest latitude circle on earth is ________?","Arctic circle, Tropic of cancer, Tropic of Capricorn","The Equator"
"The season changes because of the ____________?","Moon is revolving round the earth, Earth is revolving round its axis, Planet Mars is attracting the sun","Earth is revolving round the sun"
"The distance of longitude represents how many minutes difference in time?","10 minutes, 15 minutes, 1 minute","4 minutes"
"What is meant by “Equinox”?","The longest day, The shortest day, The sun-month long day","Equal duration of day and night"
"Rainfall related to mountains is:","Normal rainfall, Monsoon rains, Cyclonic rainfall","Orographic rainfall"
"What kind of weathering takes place on the valley side above the surface of the glacier?","Plucking, Abrasion, Chemical weathering","Frost shattering"
"Quantity of fresh air required for a man is 1000 cubic feet of air for every____________?","5 minutes, 10 minutes, 15 minutes","20 minutes"
"Approximately, how many times each day do our heart valves open and close normally?","10,000, 1,50,000, 2,00,000","1,00,000"
"The ‘stone’ formed in human kidney consist mostly of_____________?","Sodium acetate, Magnesium sulphate, Calcium","Calcium oxalate"
"In eye donation, which one of the following parts of donor’s eye is utilized ?","Iris, Lens, Retina","Cornea"
"According to the definition of 1 KWh, a 100 watt bulb consumes one unit of electricity in____________?","1 hours, 5 hours, 15 hours","10 hours"
"The amount of energy required by the children of age between one to three years is___________?","300 k Calories, 600 k Calories, 900 k Calories","1200 k Calories"
"A substance which increases the efficiency of a catalyst is termed as:","Activator, Retarder, Super catalyst","Promoter"
"One of the following ways of expressing the concentration of a solution does not depend on temperature. It is__________?","Molarity, Normality, Formality","Molality"
"“Each electron in an atom must have its own unique set of quantum numbers” is a statement of_______________?","Aufbau principle, Hund’s rule, Periodic law","Pauli exclusion principle"
"Select the arrangement of electromagnetic radiation which starts with the lowest energy and increases to greatest energy?","radio, visible, infrared, ultraviolet, x-ray, gamma ray, radio, infrared, visible, x-ray, gamma ray, ultraviolet, visible, radio, infrared, ultraviolet, x-ray, gamma ray","radio, infrared, visible, ultraviolet, x-ray, gamma ray"
"Which of the following has the largest wavelength?","visible light, x-rays, ultraviolet radiation","infrared light"
"Which of the following has the highest energy?","X-rays, Ultra-violet radiation, radio waves","gamma rays"
"All of the following are electromagnetic radiations except__________?","Red light, X-Rays, Photon","Sound waves"
"Second ionization energy:","is always less than first ionization energy, is equal to the first ionization energy, may be greater or less than the first ionization energy depending on the nature of the element","is always greater than first ionization energy"
"Nuclear radiation is emitted by those elements whose:","molecules are stable, molecules are unstable, nuclei are stable","nuclei are unstable"
"Color of the glow produced in the discharge tube:","depends on the pressure in the discharge tube, depends on the metal used as cathode, does not depend on the nature of the gas used in the discharge tube","depends on the gas used in the discharge tube"
