question,wrong_choices,correct_answer
How many times Hazrat Ibrahim (A.S) is mentioned in sura baqarah?,"A. 5
B.10

D.20",C.13
Hazrat Ruqia (R.A) died at victory day of battle ____________she was the wife of Hazart Usman (R.A),"B. Uhad
C. azab
D. Maouta",A. Badr
The meaning of Muharram is?,"A. Dry Land
B. To Respect

D. To pray",C. Forbidden
______________ applied the dots in the Holy Quran?,"A. Hujaj Bin Yousuf
B. Hazrat Umar
C. Hazrat Usman",D. Abdul Malik Marwan
In Which Surah the Holy Quran there is mention of Zulqarnain?,"A. Surah Al Mujadala
B. Surah Noon

D. SuraH Hamd",C. Surah Al Kahaf
Whom did Hazart umer (R.A) appoint as custodian of bait-ul-mal?,"B. Hazart Abdullah bin umar(R.A)
C. Hazart Abdullah bin Abbass (R.A)
D. none of these",A. Hazart Abdullah Bin Masud (R.A)
Who Translated Holy Quran in Persian?,"A. Sheikh Abdul Qadir Jillani

C. Hazrat Majdad Alif Sani
D. None of these",B. Shah Wali Ullah
First ____________ Surahs of Holy Quran are called Tawwal?,"A. Three
B. Four
C. Six",D. Seven
City of __________ is mentioned in Holy Quran.,"B. Baghdad
C. Rome
D. Tehran",A. Makkah
In which Surah the creation of human beings mentioned?,"A. Surah Hajj

C. Surah Hadid
D. None of These",B. Surah Al-Hijr
Which prophet was put in the fire?,"A. Hazrat Nooh AH
B. Hazrat Yousaf AH

D. None of These",C. Hazrat Ibrahim AH
Literal meaning of Iblees?,"A. Angry one
B. Disputation
C. Deprived one",D. Disappointed one
Zunoorain is the title of ____________?,"A. Hazrat Abu Bakar RA
B. Hazrat Umar Farooq RA

D. Hazrat Ali al Murtaza RA",C. Hazrat Usman Ghani RA
Name the sister of Ameer Muawiya (R.A.) who was ummul momineen ?,"B. Hazrat Ummay Salma (R.A.)
C. Hazrat Safia (R.A.)
D. Hazrat Javeria (R.A.)",A. Hazrat Ummay Habiba (R.A.)
Who suggested the name Ahmed of Holy prophet Muhammad( PBUH)?,"B. Grand father
C. Uncle
D. None of These",A. Mother
Which prophet is called Hibbatullah ?,"A. Hazrat zakriyya A.S
B. Hazrat ishaque A.S
C. Hazrat Ismaeel A.S",D. Hazrat Shees A.S
On whose request the Messenger of Allah sent 70 scholars to teach the Qur’an to the people of Najd on Safar 4 Hijri,"A. Aqib bin Aseed
B. Mnzar bin Amr

D. Ubada bin Samit",C. Abu Bray
Who was the leader of pagans in the Battle of Badr?,"A. Abu Sufyan
B. Utba

D. None of These",C. Abu Jehl
______ battle participants were bestowed with the highest rewards by Allah (SWT).,"A. Tabook
B. Khyber

D. Hunain",C. Badr
____________ is called Sayeed-ul-Ayam?,"A. Judgement day
B. Eid day

D. Arafat day",C. Friday
Hazrat Ibrahim (AH) name mentioned in the Holy Quran ____ times.,"A. 64
B. 65

D. None of These",C. 69
Which prophet would not eat food without guest?,"A. Hazrat Nooh (AH)
B. Hazrat Yaqoob (AH)
C. Hazrat Muhammad (PBUH)

E. Hazrat Yusuf (AH)",D. Hazrat Ibrahim (AH)
Hazrat Umer Farooque belongs to which tribe______?,"B. Banu Asad
C. Banu Zuhra
D. none of these",A. Banu Adi
The Battel of Jamal was fought between Hazrat bibi Aiysha (A.S) and ____________?,"A. Talha
B. Muawiya

D. Khalid Bin Waleed",C. Ali
The Battle of Siffin was fought between Hazrat Ali (A.S) and __________________?,"A. Bibi Aisha

C. Yazeed
D. none of these","B. Mu,awiya"
Surah Al- Baqara is the second surah of Holy Quran. “Baqara” means __________?,"A. Goat
B. Cat
C. Camel",D. Cow
Name the 1st man who issued regular order to collect write Ahadees ________?,"A. Hazrat Umer Bin Khattab
B. Hazrat Usman Bin Affan
C. Hazrat Abu Bakr Siddique",D. Hazrat Umer Bin Abdul Aziz
Act of adultery in Islam is punishable with ________ lashes according to shariah?,"A. 60
B. 75
C. 80",D. 100
________ signed the Treaty of Hudaibiya on behalf of the Quraish?,"A. Abu Sufyan

C. Utba
D. None of these",B. Suhail bin Amar
"What was the Name of the Sword of Prophet Muhammad (PBUH), which was used in the Battle of Badr and the Battle of uhud?","A. Dhu al-Faqar
B. Al-Batter

D. Hatf",C. Al-Adb
Maqam e Mahmud (Mehmood) means: _______________?,"A. Station of worship

C. Station of Justice
D. Station of knowledge",B. Station of praise
First Muslim interpreter of Quran in English is _____________?,"A. Abdul Kalam Azad
B. Anwar Saddat
C. Shah Waliullah",D. Abdul Hakeem
____________ Translated Holy Quraan in Punjabi?,"A. Shah Waliullah
B. Bahauddin Zakkaria
C. Moen uddin Chishti",D. Hafiz Lakhvi
____________ first translated the Holy Quran in to Sindhi?,"B. Abdullah Shah Ghazi
C. Bulley Shah
D. Bahauddin Zakkaria",A. Aakhund Azzizullah
“????????? ???????? ?????????? ???????????” is a beautiful verse of surah?,"A. Yaseen
B. Mudsir

D. Fatiha",C. Rehman
“???????? ?????? ??????????? ???????????” is a beautiful verse of Quran is in surah?,"B. Maida
C. Alq
D. Namal",A. Noor
“?????? ?????? ???????? ???????” is a beautiful verse mentioned in surah?,"B. Ankaboot
C. Mujadila
D. Inaam",A. Ta-Ha
” ????? ?????? ?????? ??????? ????????????” is a beautiful verse mentioned in surah?,"A. Naas

C. Furkan
D. Namel",B. Nasr
The earliest biographer of Holy Prophet Muhammad PBUH was ______________?,"A. Imam Bukhari
B. Imam Muslim

D. Ibne Sirrin",C. Ibne Ishaq
Al Manjid (??????) is an _____________?,"B. Arabic prose
C. Arabic written script
D. None.",A. Arabic Dictionary
Only sahabi without seeing Prophet is ?,"A. Abdurreham
B. Qasim

D. Usman",C. Owais Qarni
How many fruits mentioned in the Holy Quran?,"A. 4
B. 5

D. None of These",C. 6
The literal meaning of word Hadith is ___________?,"A. Message
B. Information

D. None of These",C. Conversation
Which metal fountain flowed as a miracle of Hazrat Suleiman?,"A. gold
B. silver

D. none of these",C. Copper
How many Swords Hazrat Muhmmad (S.A.W) had ?,"A. 7
B. 8

D. None of These",C. 9
How many clauses did the treaty of Hudaybiyyah contain?,"B. 5
C. 3
D. None of these",A. 7
When was the Ghazwa Ghatfan fought?,"B. 4AH
C. 5AH
D. 6AH",A. 3AH
What are the three White Days in Islam?,"A. Second, Third and 4th days of ZilHajj
B. 8th , 9th and 10th days of Muharram
C. 25th , 27th and 29th days of Ramdan","D. 13th , 14th and 15th days of Every month in Islamic Calender"
As a result of Hazrat Zakria’s (AS) prayer the following Prophet was born?,"A. Hazrat Uzair (A.S.)
B. Hazrat Imran (A.S.)

D. None of these",C. Hazrat Yahya (A.S.)
When Hazrat Umar(R.A) and Hazrat Hamza(R.A) accepted Islam?,"B. 7th Nabvi
C. 8th Nabvi
D. None of These",A. 6th Nabvi
On which prophet were the Ten Commandments revealed?,"B. Hazrat Ibrahim A.S
C. Hazrat Dawood A.S
D. Hazrat Issa A.S",A. Hazrat Musa A.S
How long was Hazrat Yousaf (A.S) separated from Hazrat Yaqoob (A.S)?,"A. 20 years
B. 30 years

D. 45 years",C. 40 years
How many angels are mentioned in The Holy Quran?,"A. Four
B. Five
C. Six",D. Seven
Where did the birds come from in the event of ‘Ashab fell’ ?,"B. From the Sky
C. From Madina
D. None of them",A. From the sea
where is the grave of Hazrat Zaid Bin Haris?,"A. Iran
B. Iraq
C. Palestine",D. Jordan
City of Taif is ______ km away from Makkah.,"A. 50
B. 70

D. 100",C. 90
Largest Army that ever marched out Madina was consisted of ____________?,"A. 20000

C. 40000
D. 50000",B. 30000
What is the meaning of Iman-e-Mufassal?,"A. The belief in brief

C. The belief in all things
D. The belief in uncertain things",B. The belief in detail
What is the meaning of of the word ‘Ababil’ ?,"A. The bird

C. Angles
D. None of them",C. Flock of birds
What was the name of the machine by which Hazrat Ibrahim Aleh Islam was thrown into the pit of fire?,"B. Thin rope
C. Credle
D. None of them",A. Catapult
Who was appointed as the ruler of Madina at the time of Hudaibia incident when Holy Prophet was departing for Umrah in 6th Hijri?,"A. Bashir bin Sufyan

C. Muhammad bin Muslimah
D. Bara bin Azib",B. Namila bin Abdullah Al-Laithi
Current Hijri Year is _________?,"A. 1444 AH
B. 1445 AH

D. None of these",C. 1446 AH
"In Hajj, stoning the Devil, is called __________ ?","A. Istilam
B. Sayee

D. Tawaf",C. Ramee
"In Hajj, traveling seven times between Mount Safa and Mount Marwah, is called __________ ?","A. Istilam

C. Ramee
D. Tawaf",B. Sayee
The first Ummayed Caliph was _________ ?,"A. Khalid bin Waleed (R.A)

C. Abu Ubaidah (R.A)
D. Amr bin Al-Aas (R.A)",B. Ameer Muawiyah (R.A)
"Prophet Muhammad (PBUH) sent his messengers to the kings beyond Arabia calling them to Islam. In order to authenticate the credentials of his messengers, a __________ seal was made.","A. Golden

C. Metallic
D. Wooden",B. Silver
"In the Battle of Uhud, Prophet Muhammad (PBUH) selected __________ skillful archers to stay on a mountain (side)?","A. 20
B. 30
C. 40",D. 50
What was the relation between Prophet Moosa (A.S) and Prophet Haroon (A.S)?,"A. Prophet Moosa (A.S) was father of Prophet Haroon (A.S)
B. Prophet Haroon (A.S) was father of Prophet Moosa (A.S)

D. Cousins",C. Brothers
Mosque of ________ was demolished by prophet?,"A. Quba
B. Harmain
C. Nabavi",D. Zarar
Baitul Mamoor is on___________ Heaven?,"A. 3rd
B. 4th
C. 6th",D. 7th
Hazrat ____________ conquered the fort of Qamus.,"B. Abu Bakar
C. Umar
D. Usman",A. Ali
Prophet recited ____________ at the conquest of Makkah.,"B. Surah Al-Kausar
C. Surah Al-Anfal
D. Surah Al-Ankaboot",A. surah Al-Fatha
Lady named ___________ tried to poison the Holy Prophet ?,"A. Ayesha
B. Razia

D. Fatima",C. Zainab
Friend of Khadija (R.A) ____________ carried message of Nikah ?,"A. Fatima
B. Kulsoom

D. Sobia",C. Nafeesa
Second migration to Habshah took place in__________ ?,"A. 613 A.D
B. 614 A.D
C. 615 A.D",D. 616 A.D
Abdul Mutalib died in ___________ A.D.,"B. 579
C. 580
D. 581",A. 578
For _______________ years Haleema took care of Prophet (PBUH)?,"B. Seven
C. Eight
D. Nine",A. Six
For __________ years Abdul Mutalib took care of Prophet.,"A. one

C. Three
D. Four",B. Two
Social boycott of Banu Hashim took place in ____________ Nabvi.,"A. 4th
B. 5th
C. 6th",D. 7th
Social boycott continued for ____________ years?,"A. Two

C. Four
D. Five",B. Three
Original name of Abu Jehl was ___________ bin Hisham.,"A. Abha
B. Saleh

D. Ali",C. Omar
King of __________ tore away the message of Prophet.,"A. Iraq
B. Egypt
C. Syria",D. Iran
Abu-al-Hikm is the title of ?,"B. Abu bakar
C. Abu Lahab
D. Abu Hurairah",A. Abu jehl
"After _________ years of the birth of Prophet, Abdul Muttalib died ?","A. 6
B. 7

D. 9",C. 8
After __________ years of the birth of Holy prophet Bibi Amina died ?,"A. 5

C. 7
D. 8",B. 6
____________ was called month of migration ?,"A. Muharram
B. Shaaban
C. Ramzan",D. Rabiul Awal
Year of Deputation is ________________ Hijrah.,"A. 8th

C. 10th
D. 11th",B. 9th
Moawakhat (the brotherhood) took place in __________ Hijrah ?,"B. 2nd
C. 3rd
D. 4th",A. 1st
Jehad was allowed in ______________ Hijrah ?,"A. 1st

C. 3rd
D. 4th",B. 2nd
Hurrirah means a ?,"A. Goat
B. Ant
C. Camel",D. Cat
Companions of Prophet at Hudabiya were ?,"A. 1300

C. 1500
D. 1600",B. 1400
Prophet stayed at Makkah for __________ days after its conquest ?,"A. 5
B. 10

D. 20",C. 15
Hazrat Khadija and Hazrat Abu Talib died in ?,"A. 618 A.D

C. 620 A.D
D. 621 A.D",B. 619 A.D
Hazrat __________ proposed Azan for the first time ?,"A. Ali
B. Usman
C. Abu Bakar",D. Umar
Ghazwa-e-Badr occurred in ____________?,"B. 3 Hijrah
C. 4 Hijrah
D. 5 Hijrah",A. 2 Hijrah
_______ Muslims fought in the battle of Ghazwa-e-Badr ?,"B. 314
C. 315
D. 316",A. 313
_________ Kings accepted Islam when holy prophet sent them letters ?,"A. 2
B. 3

D. 5",C. 4
Idols in Kaba before Islam numbered ?,"A. 340
B. 350

D. 370",C. 360
Bilal called first aazan of ___________ prayer.,"B. Zuhar
C. Asar
D. Maghrib",A. Fajar
The largest idol named in kaaba was ?,"B.	jabal
C.	Tabal
D.	Haleeb","A.	Hubal"
The grave of the Prophet was prepared by ?,"A. Hazrat Abu Bakar
B. Hazrat Umar
C. Hazrat Usman",D. Hazrat Abu Talha
The flag color of the Holy Prophet Muhammad (?) was white and __________ at the time of conquest of Makkah ?,"A. Black
B. Red
C. Green",D. yellow
At Masjid-e-___________ first Muslim University was established ?,"A. Zarar
B. Quba
C. Hanafia",D. Nabvi
Hazrat Khadija died at _______ years age?,"A.	63
B.	64

D.	66","C.	65"
Qasim was born in ___________ years before Prophethood.,"A. 10

C. 12
D. 13",B. 11
Daughter of Umer who married to Prophet was ?,"A. Ayesha
B. Summaya
C. Fatima",D. Hafsa
Hazrat __________ died first among the Sahabah.,"A. Ali
B. Abu Bakar
C. Umar",D. Asad
Hazrat Usman Bin _________ was the Key holder of Kaaba.,"A. Qasim
B. Saad

D. Asad",C. Talha
Hazrat Abu Bakar was the merchant of ?,"A. Steel

C. Coal
D. Wheat",B. Cloth
Hazrat Umar Farooq was martyred on ___________ 24 A.H.,"B. 2nd Muharram
C. 3rd Muharram
D. 4th Muharram",A. 1st Muharram
Hazrat ____________ added As Salato Khairum Min Noum in Azan.,"A. Hazrat Abu Bakar (RA)
B. Hazrat Usman (RA)
C. Hazrat Ali (RA)",D. Hazrat Umar (RA)
Hazrat _____________ levied zakat on horses.,"B.	Abu Bakar
C.	Usman
D.	Ali","A.	Umar"
Hazrat __________ had knowledge of dreams.,"A. Umar

C. Usman
D. Ali",B. Abu Bakar
Hazrat ________ lifted zakat on horses.,"A. Abu Bakar
B. Umar
C. Usman",D. Ali
Hazrat ___________ added 2nd Azan for Friday prayers.,"A. Hazrat Abu Bakr (R.A)
B. Hazrat Umar (R.A)

D. Hazrat Ali (R.A)",C. Hazrat Usman (R.A)
Atique is the title of ?,"B. Hazrat Umar
C. Hazrat Usman
D. Hazrat Ali",A. Hazrat Abu Bakar
Hazrat __________ established Department of Police.,"A. Hazrat Abu Bakar

C. Hazrat Usman
D. Hazrat Ali",B. Hazrat Umar
Ghani was the title of Hazrat _________ (RA).,"A. Abu Bakar
B. Umar

D. Ali",C. Usman
Hazrat ____________ has the title the gateway to knowledge.,"A.	Abu Bakar
B.	Umar
C.	Usman","D.	Ali"
For 18 years Hazrat _____________ suffered from skin disease.,"A.	Musa A.S

C.	Haroon A.S
D.	Essa A.S","B.	Ayub A.S"
Shaikh Abdul Qadir Jilani is buried at ?,"A.	Baitulmuqadas
B.	Tehran
C.	Trablas","D.	Baghdad"
Hazrat ____________ is known as the first Dervish.,"A.	Abu Bakar
B.	Abu Lahab
C.	Abu Jehl","D.	Zirr Ghaffari"
Surah means city of ?,"A.	Flower
B.	Peace
C.	Rocks","D.	Refuge"
________ Verses were reveled in the first wahy.,"A.	Four

C.	Six
D.	Seven","B.	Five"
Namaz commanded in quran for ______________ times.,"A.	500
B.	600

D.	800","C.	700"
Hazrat ____________ was the first Hafiz of the Holy Quran.,"A. Hazrat Abu Bakar 
B. Hazrat  Umar 

D. Hazrat Ali",C. Hazrat Usman
Hazrat ___________ proposed the compilation of Holy Quran.,"A. Abu Bakar

C. Usman
D. Ali",B. Umar
Surah ___________ is known as Heart of Quran.,"A. Rahman
B. Ankaboot
C. Falaq",D. Yaseen
Surah _________ is known as beauty of Quran.,"A. Yaseen

C. Kausar
D. Hujrat",B. Rahman
Subject of Holy Quran is ?,"A.	Universe
B.	Earth
C.	Animal","D.	Human"
Hazrat ______________ accepted Islam first in Men.,"A. Usman

C. Umar
D. Ali",B. Abu Bakar
Hazrat ___________ accepted Islam first in Women.,"A. Amina

C. Hafsa
D. Ruqya",B. Khadija
At age of ___________ holy Prophet received first Wahi.,"A.	38 Years
B.	39 Years

D.	41 Years","C.	40 Years"
Hazrat ___________ was the foster mother of Holy Prophet.,"B.	Ruqya
C.	Summaya
D.	Bushra","A.	Haleema"
Prophet was born in ___________ Year of Elephant.,"B.	2nd
C.	3rd
D.	4th","A.	1st"
After ________ month at Madina the change of Qibla occurred.,"A. 15
B. 16
C. 17",D. 18
Bait-e-Rizwan took place in ____________ Hijrah.,"A.	5th

C.	7th
D.	8th","B.	6th"
_________ Ghazawahs are described in Holy Quran.,"A.	10
B.	11

D.	13","C.	12"
__________ Prophets are mentioned in holy Quran.,"A. 24
B. 25

D. 27",C. 26
In Holy Quran ____________ Surah start with the name of prophets.,"A.	5

C.	7
D.	8","B.	6"
There are _________ stages in Holy Quran.,"A.	5

C.	9
D.	11","B.	7"
Laws about Zina revealed in __________ A.H.,"A.	2
B.	3
C.	4","D.	5"
Laws about orphanage revealed in __________ A.H.,"A.	2

C.	4
D.	5","B.	3"
Laws about inheritance revealed in __________ A.H,"A.	1
B.	2

D.	4","C.	3"
The order of Hijab for women revealed in __________ A.H.,"A.	3rd

C.	5th
D.	6th","B.	4th"
Ablution made obligatory in _____________ A.H.,"A. 4th

C. 6th
D. 7th",B. 5th
Interest was prohibited in _________ A.H.,"A.	5th
B.	6th
C.	7th","D.	8th"
Paradise is mentioned in Quran for_______ times.,"A.	130
B.	140

D.	160","C.	150"
Nation of Noah A.S worshiped _________ idols.,"A.	3
B.	4

D.	6","C.	5"
Ibrahim A.S remained in fire ________ days.,"A.	35

C.	45
D.	50","B.	40"
Ibrahim A.S was __________ years old when Ismael A.S was born.,"A.	84
B.	85

D.	87","C.	86"
Hazrat ____________ was the first who learnt to write.,"A.	Ibrahim A.S

C.	Musa A.S
D.	Haroon A.S","B.	Idrees A.S"
Hazrat Musa A.S was granted ________ miracles.,"A.	6
B.	7
C.	8","D.	9"
Hazrat _____________ was famous for his patience.,"A.	Haroon A.S

C.	Musa A.S
D.	Ibrahim A.S","B.	Ayub A.S"
Baitul Laham is the birth Place of Hazrat __________ is situated in Jerusalem.,"A.	Ibrahim A.S
B.	Shoib A.S
C.	Haroon A.S","D.	Essa A.S"
Prophet Hazrat ____________ has the title Najeeb Ullah,"A.	Ibrahim A.S
B.	Noah A.S
C.	Musa A.S","D.	Dawood A.S"
After _________ day’s continuous rain and storm the nation of Hood destroyed.,"A.	Five
B.	Six

D.	Eight","C.	Seven"
Yousuf A.S and Yaqoob A.S met each other after ________ years.,"A.	35

C.	45
D.	50","B.	40"
Nation of ____________ committed embezzlement in trusts.,"A.	Haroon A.S
B.	Musa A.S

D.	Essa A.S","C.	Shoib A.S"
who added 2nd Azan for friday prayers ?,"A. Hazrat Abu Bakr (R.A)
B. Hazrat Umar (R.A)

D. Hazrat Ali (R.A)",C. Hazrat Usman (R.A)
"The name of Allah (SWT), ‘Al-Haadi’, means: ____________?","A. The King
B. The Compeller

D. None of these",C. The Guide
"In which CE, Hijrat to Madina took place?","A. 621 CE

C. 618 CE
D. 610 CE",B. 622 CE
1. How many Salah will the Takbeer e Tashreeq be recited?,"A. 20 Salaah

C. 25 Salah
D. 26 Salaah",B. 23 Salaah
Nation of hood destroyed by ______________?,"A. Through Flood

C. Azaab of Mosquitoes
D. A Dreadful Earthquake",B. Continuous rain and Storm
What is the verbal meaning of word “islam”?,"A. Belief on Allah
B. Confidence of Allah

D. Worship of Allah",C. Obedience of Allah
What is the literal meaning of islam is _________?,"A. To bow down the neck
B. To obey
C. To have safty",D. All of these
in Islam Legislation refers to___________?,"A. Islamic Laws relating to mutual relation of human beings

C. Both of them
D. None of these",B. Rules and Regulation for governing a nation
To which Prophet Muslim Ummah Belongs?,"B. Hazrat Ibrahim (A.S)
C. Hazrat Ismaeel (A.S)
D. Hazrat Yaqoob (A.S)",A. Holy Prophet Hazrat Muhammad (PBUH)
From Which Word ‘Aqeeda’ is Derived?,"A.	Aqleed
B.	Aqaid

D.	Taqleed","C.	Aqd"
The pre-requisite to be a Muslim is?,"A.	Just recitation of Kalimah
B.	Just understanding Kalimah

D.	None of these","C.	Both of these"
Basic Pillars of belief are________.,"A. Four

C. Six
D. Seven",B. Five
How many times command of erection of Namaz is given in the Quran?,"A.	500 Times
B.	600 Times

D.	800 Times","C.	700 Times"
Opposite of Tauheed is__________?,"A.	Ablees
B.	Idol

D.	None of These","C.	Shirk"
Five prayers were declared compulsory in?,"A. 9th Nabvi

C. 11th Nabvi
D. 12th Nabvi",B. 10th Nabvi
On Which time the Holy Prophet (PBUH) was gifted with Namaz?,"B. Hijrat
C. Ghazwa Badar
D. None of them",A. Miraj
"Fajar, Zuhur, Asar, Maghrib and _________are compulsory salats?","A.	Eid
B.	Khasoof

D.	Chasht","C.	Ishaa"
On the Judgment day first question will be about?,"A.	Fast
B.	Zakat

D.	Hajj","C.	Namaz"
The part of prayer the Holy Prophet ? did is called_____________?,"A. Farz
B. Wajib
C. Nafl",D. Sunnat
The Maghrib Prayer is offered?,"A.	Before sunset
B.	At noon

D.	None of them","C.	Just After the sun set"
How much Takbeers are recited by Moazin in Azan?,"A. 4

C. 8
D. 9",B. 6
Muslim must face in the direction of__________for Namaz?,"A. Bait-ul-Maqadas
B. Madina

D. East",C. Khana-e-Kabah
The Tasbeeh of Subhana Rabi-al-Alaa is recited in?,"B. jalsa
C. Raku
D. Qada",A. Sajda
The Tasbeeh of Subhana Rabi-al-Azeem is recited in?,"A. Sajda

C. Qaada
D. All of them",B. Rakuh
Salat-e-Istasqa is offered on the occasion of?,"B. Solar eclipse
C. Famin
D. None of them",A. Shortage of Rain
The Salat-e-Shukar is ______________?,"B. Nafl
C. Wajib
D. Sunnah",A. Mustahab
Salat-e-istakhara is performed for?,"A. Rain
B. Fear

D. Death",C. Coming Hajat
To perform Salat-e-Istakhara is__________?,"A. Sunnah

C. Mustahab
D. Wajib",B. Nafl
Name the Nafli Salat which can be Offered after sunrise till one fourth of the day?,"B. Ishraq
C. Salat Tasbeeh
D. Tahajjud",A. Chasht
The Funeral prayer Namaz-e-Janaza is____________?,"A. Fera-e-Ain
B. Sunnat

D. Wajib",C. Farz-e-Kaffaya
Which prayer is performed while standing in lines?,"B. Rain
C. Kisoof
D. Nafl",A. Funeral
Four or Eight or Twelve Rakat offered in the late night is Called?,"A. Ishraq

C. Witr
D. Sunnah",B. Salat-e-Tahajjud
The Act of Shortening ones prayer while on journey is called?,"A. Wajib
B. Khusar

D. Sunnat",C. Qasr
The Namaz-e-Taraveeh can be offered between the Salats of?,"B. Zuhar & Maghrib
C. Asr & Isha
D. Maghrib & Asr",A. Isha & Fajar
What is verbal meaning of Zakat?,"B. To Stained
C. To adulteration
D. None of These",A. To Purify
What is the number of Zakat among Pillars?,"A. Second

C. Fourth
D. Fifth",B. Third
On which of the follwing Zakat money can be spent?,"A. Parents

C. Non Muslims
D. None of Them",B. Poor Muslims
In which Hijri year Zakat was imposed?,"B. 3 Hajri
C. 4 Hajri
D. 5 Hajri",A. 2 Hajri
What is falqaram for goats?,"A. 30 goats

C. 50 goats
D. 60 goats",B. 40 goats
Falqaram (Nisab) for Camel is____________ Camels?,"A. 4 Camels

C. 8 Camels
D. 10 Camels",B. 5 Camels
On gold falqaram (nisab) is____________?,"B. 8 1/2 Tolas
C. 9 1/2 Tolas
D. 10 1/2 Tolas",A. 7 1/2 Tolas
What is the Ratio of Zakat in grams on Silver approximately?,"A. 400 grams of silver
B. 405.40 grams of silver
C. 500.12 grams of silver",D. 612.36 grams of silver
What is the Ratio of Zakat in grams on Gold approximately?,"A. 64.14 grams of gold
B. 74.23 grams of gold

D. 92.62 grams of gold",C. 87.48 grams of gold
On silver falqaram is____________?,"A. 50 Tolas

C. 54 Tolas
D. 55 Tolas",B. 52 1/2 Tolas
How many times order for Zakat came in Quran?,"A. 20 times

C. 40 times
D. 42 times",B. 32 times
Which Khulifa-e-Rashid announced the war against the people who were unwilling to pay zakat?,"B. Hazrat Umar Farooq (R.A)
C. Hazrat Usman Ghani (R.A)
D. Hazrat Ali (R.A)",A. Hazrat Abu Bakar Siddique (R.A)
Verbal meaning of Hajj is____________?,"A. To repay

C. To device
D. To permanence",B. The will to visit
Who said that Zakat is treasure of Islam?,"B. Hazrat Umar Farooq (R.A)
C. Imam Abu Hanifa (R.A)
D. None of them",A. Rasool Ullah (P.B.U.H)
In which Hijri year Hajj was made compulsory?,"A. 8 Hijri

C. 10 Hijri
D. None of them",B. 9 Hijri
In Which Hijri year Hazrat Muhammad (P.B.U.H) performed Hajj?,"A. 8 Hajri
B. 9 Hijri

D. 11 Hijri",C. 10 Hijri
How many Hajj were performed by Hazrat Muhammad (P.B.U.H)?,"B. Two
C. Three
D. Four",A. One
What is meant by Tawaaf?,"B. One attempt between safaa and Marwah
C. Stay at Arafat
D. None of them",A. To circle around Kaaba
when was first Hajj performed by muslims,"B. 10 Hijri
C. 11 Hijri
D. 8 Hijri",A. 9 Hajri
On which date throwing of stones is performed on Jumeraat?,"B. 11th Zulhajj
C. 12th Zulhajj
D. 13th Zulhajj",A. 10th Zulhajj
To stay at Arafat is__________?,"B. Wajib
C. Sunnat
D. Mustahib",A. Farz
Tell the number of Farz duties to be performed during Hajj?,"A. 4
B. 5

D. 7",C. 3
Muzdalfa is situated_____________?,"A. Between Khana Kaaba and Minna

C. Not between stated above
D. Between Safa and Minna",B. Between Minna and Arafaat
"At the place of Muzdalfa on 9th Zulhajj, Which two prayer are performed together?","A. Zohr and Asr

C. Asr and Maghrib
D. None of them",B. Maghrib and Eisha
From where pabels for throwing on Jumerat are obtained?,"A. Cave Sore

C. Minna
D. Arafaat",B. Muzdalfa
How much camels were sacrificed on the occasion of Hajj by Hazrat Muhammad (P.B.U.H)?,"A. 60 camels

C. 65 camels
D. 67 camels",B. 63 camels
Who performed first Hajj Bait-Ullah?,"A. Hazrat Ibrahim and Hazrat Ismail (A.S)

C. Hazrat Ibrahim (A.S) and Hazrat Hajira (A.S)
D. None of them",B. Hazrat Adam (A.S) and Hazrat Hawa (A.S)
What is verbal meaning of divine revelation (Wahi)?,"B. To Talk
C. To order
D. None of these",A. To point out or to give message
How many kinds of Wahi are there?,"B. Three
C. Four
D. Seven",A. Two
Which angel came to Hazrat Muhammad (P.B.U.H) with Wahi?,"A. Hazrat Mekail (A.S)
B. Hazrat Esrafeel (A.S)

D. Hazrat Ezrail (A.S)",C. Hazrat Jibbrail (A.S)
"In which Islamic month, first Wahi was decended?","A. Rajab-ul-Murajab
B. Safr
C. Rabi-ul-Sani",D. Ramzan-ul-Mubarik
What was the age of Rasool Ullah (P.B.U.H) at the time of First Wahi?,"B. 40 Years 8 months
C. 40 Years 10 months
D. 40 Years 11 months",A. 40 Years 6 months
"On which place, first Wahi was decended?","A. Sore Cave

C. Khana-Kaaba
D. None of them",B. Hira Cave
How many verses (Ayats) were in first Wahi?,"A. 2
B. 3
C. 4",D. 5
"According to Hazrat Abdullah bin Abbas the last Wahi was decended on Hazrat Muhammad (P.B.U.H), how many days before death?","A. 2 days
B. 3 days

D. 10 days",C. 7 or 9 days
"After first Wahi, Hazrat Muhammad (P.B.U.H) came home, then his wife Hazrat Khadija (R.A) took him with her to which cousin who was the scholar in inspiration books?","B. Umar bin Alaas
C. Umar bin Khatab
D. Saeed bin Alaas",A. Warqa bin Nophel
How many surah start with word Qul?,"A. 2
B. 3

D. 6",C. 5
How many stages of the Quran are there?,"A. 2 stages
B. 4 stages

D. 9 stages",C. 7 stages
Makki Period of the Holy Quran Consists of?,"B. 13 Years 9 Months 29 days
C. 12 Years
D. 11 Years 2 Months 5 days",A. 12 Years 9 Months 5 days
Duration of Madni Period is____________?,"B. 9 Years, 10 months, 3 days
C. 9 Years, 11 months, 3 days
D. 10 Years, 3 Months, 3 days","A. 9 Years, 9 Months, 9 days"
Quran was decended____________?,"A. 21 Years, 3 Months
B. 21 Years, 4 Months

D. 22 Years, 6 Months","C. 22 Years, 5 Months"
