question,wrong_choices,correct_answer
"Find the least square number which is divisible by 10, 12, 15 and 18?","1600, 3600, 2500","900"
"Three men start together to travel the same way around a circular track of 11 kilometers in circumference. Their speeds are 4, 5 and 8 kilometers per hour respectively. When will they meet at a starting point?","12 hours, 220 hours, 22 hours","11 hours"
"Find the least multiple of 13 which when divided by 6, 8 and 12 leaves 5, 7 and 11 as remainders respectively? 143 169 260 221","169, 260, 221","143"
"Find the least number which when divided by 6, 7, 8, 9 and 10 leaves 1, 2, 3, 4 and 5 as remainders respectively, but when divided by 19 leaves no remainder?","5073, 5016, 5054","5035"
"Find the least number which when divide by 2, 3, 4, 5 and 6 leaves 1, 2, 3, 4 and 5 as remainders respectively, but when divided by 7 leaves no remainder?","210, 126, 154","119"
"A heap of stones can be made up into groups of 21. When made up into groups of 16, 20, 25 and 45 there are 3 stones left in each case. How many stones at least can there be in the heap?","2403, 3603, 4803","7203"
"Find the greatest number of four digits which when divided by 10, 15, 21 and 28 leaves 4, 9, 15 and 22 as remainders respectively?","9666, 9664, 9864","9654"
"Find the least number which when divided by 35 leaves remainder 25, when divided by 25 leaves remainder 15 and when divided by 15 leaves remainder 5?","420, 435, 518","515"
"What is the least number which when divided by 8, 12, 18 and 24 leaves the remainders 4, 8, 14 and 20 respectively?","78, 58, None","68"
"The wheels revolve round a common horizontal axis. They make 15, 20 and 48 revolutions in a minute respectively. Starting with a certain point on the circumference down wards. After what interval of time will they come together in the same position?","2 min, 3 min, None","1 min"
"Two numbers 4242 and 2903 when divided by a certain number of three digits, leave the same remainder. Find the number?","101, 107, 113","103"
"There are four prime numbers written in ascending order of magnitude. The product of the first three is 385 and of the last three is 1001. Find the fourth number?","7, 11, 13","5"
"There are four prime numbers written in ascending order of magnitude. The product of the first three is 7429 and of the last three is 12673. Find the fourth number?","17, 23, 31","29"
"How many minimum number’s of whole square slabs are required for paving the floor 12.96 meters long and 3.84 meters side?","192, 108, 256","216"
"A room is 4 meters 37 cm long and 3 meters 23cm broaIt is required to pave the floor with minimum square slabs. Find the number of slabs required for this purpose?","485, 431, 381","391"
"Find the size of the largest square slabs which can be paved on the floor of a room 5 meters 44 cm long and 3 meters 74 cm broad?","56, 42, 38","34"
"A wholesale tea dealer 408 kilograms, 468 kilograms and 516 kilograms of three different qualities of teHe wants it all to be packed into boxes of equal size without mixing. Find the capacity of the largest possible box?","50, 36, 24","12"
"A merchant has three different types of milk: 435 liters, 493 liters and 551 liters. Find the least number of casks of equal size required to store all the milk without mixing.","61, 47, 45","51"
"Find the greatest number which is such that when 697, 909 and 1227 are divided by it, the remainders are all the same?","53, 112, 108","106"
"Find the greatest number which will divide 25, 73 and 97 as so to leave the same remainder in each case?","12, 18, 32","24"
"An officer was appointed on maximum daily wages on contract money of Rs. 4956. But on being absent for some days, he was paid only Rs. 3894. For how many days was he absent?","4, 5, 6","3"
"A man was employed on the promise that he will be paid the highest wages per day. The contract money to be paid was Rs. 1189. Finally he was paid only Rs. 1073. For how many days did he actually work?","39, 40, 35","37"
"In finding the HCF of two numbers, the last divisor was 41 and the successive quotients, starting from the first, where 2, 4 and 2. The numbers are______?","700,400, 820,360, 800,500","820,369"
"Least perfect square number, exactly divisible by 21, 36 and 56 is_________?","3600, 504, 441","7056"
"HCF and LCM two numbers are 12 and 396 respectively. If one of the numbers is 36, then the other number is_______?","36, 66, 264","132"
"Five bells first begin to toll together and then at intervals of 5, 10, 15, 20 and 25 seconds respectively. After what interval of time will they toll again together?","5.5 min, 5.2 min, None","5 min"
"Find the least number of five digits which is exactly divisible by 12, 15 and 18?","1080, 10025, 11080","10080"
"The smallest number which when divided by 20, 25, 35 and 40 leaves a remainder of 14, 19, 29 and 34 respectively is________?","1994, 1494, 1496","1349"
"A heap of coconuts is divided into groups of 2, 3 and 5 and each time one coconut is left over. The least number of Coconuts in the heap is_______?","41, 51, 61","31"
"The smallest number when increased by ” 1 ” is exactly divisible by 12, 18, 24, 32 and 40 is__________?","1440, 1459, 1449","1439"
"The least number of five digits that have 144 their HCF is__________?","10085, 10075, 10070","10080"
"The greatest number of four digits that have 144 for their HCF is___________?","9930, 9903, 9935","9936"
"The least number of four digits which is divisible by 4, 6, 8 and 10 is_________?","1085, 1075, 1095","1080"
"The greatest number of five digits which is divisible by 32, 36, 40, 42 and 48 is_________?","90730, 90725, 90715","90720"
"The product of two digits number is 2160 and their HCF is 12. The numbers are________?","(12,180), (96,25), (72,30)","(36,60)"
"Four bells begin to toll together respectively at the intervals of 8, 10, 12 and 16 seconds. After how many seconds will they toll together again?","246 seconds, 242 seconds, 243 seconds","240 seconds"
"The least number which when diminished by 7 is divisible by 21, 28, 36 and 45 is________?","1265, 1261, 68","1267"
"The least number which when add 3 to it, completely divided 8, 12 and 18 is_______?","71, 70, 68","69"
"The least number which when divided by 8, 12 and 16, leave in each remainder 3, is_______?","71, 70, 69","51"
"The least square number which divides 8, 12 and 18 is________?","100, 121, 64","144"
"The least number which when divided by 16, 18 and 21, leave the remainder 3, 5 and 8 respectively is___________?","982, 893, 1024","995"
"The product of two numbers is 2025 and their HCF is 15 their LCM is____________?","2040, 2010, 150","135"
"Find the H.F of 54/9, 3 9/17 and 36/51?","17/6, 6, 17","6/153"
"Find the H.F of 204, 1190 and 1445?","34, 85, 204","17"
"Find the H.F of 12, 16, 18 and 24?","1, 3, 4","2"
"HCF of 3/16, 5/12, 7/8 is__________?","2/47, 3/47, 5/48","1/48"
"LCM of 1/3, 5/6, 5/4, 10/7 is_________?","10/7, 10/11, 11/10","10"
"LCM of 455, 117, 338 is________?","10670, 104670, 107470","106470"
"LCM of 87 and 145 is_______?","1305, 875, 48","435"
"LCM of 18 and 27 is_________?","85, 89, 91","54"
"LCM of two numbers is 138. But their (Greatest common divisor) GCD is 23. The numbers are in a ratio 1:6. Which is the largest number amongst the two?","46, 69, 23","138"
"Greatest Common Divisor of two numbers is 8 while their Least Common Multiple is 144. Find the other number if one number is 16.","108, 96, 36","72"
"The L.M. of two numbers is 48. The numbers are in the ratio 2 : 3. Then sum of the number is_________?","28, 32, 64","40"
"Which of the following has the most number of divisors?","99, 101, 182","176"
"The greatest number which on dividing 1657 and 2037 leaves remainders 6 and 5 respectively, is_________?","123, 235, 305","127"
"A, B and C start at the same time in the same direction to run around a circular stadium. A completes a round in 252 seconds, B in 308 seconds and C in 198 seconds, all starting at the same point. After what time will they meet again at the starting point?","26 min 18 sec, 42 min 36 sec, 45 min","46 min 12 sec"
"The least number which should be added to 2497 so that the sum is exactly divisible by 5, 6, 4 and 3 is:","3, 13, 33","23"
"The least number of four digits which is divisible by 15, 25, 40 and 75 is_________?","9000, 9400, 9800","9600"
"The smallest fraction, which each of 6/7, 5/14, 10/21 will divide exactly is_________?","30/98, 60/147, 50/294","30/7"
"What will be the least number which when doubled will be exactly divisible by 12, 18, 21 and 30?","196, 1260, 2520","630"
"Which of the following fractions is the largest?","13/16, 31/40, 63/80","7/8"
"The H.F of two numbers is 23 and the other two factors of their L.M are 13 and 14. The larger of the two numbers is___________?","276, 299, 345","322"
"The H.F of two numbers is 8. Which of the following can never be their L.M?","24, 48, 56","60"
"Product of two co-prime numbers is 117. Their L.M should be__________?","1, equal to their H.F, Cannot be calculated","117"
"If the sum of two numbers is 55 and the H.F and L.M of these numbers are 5 and 120 respectively, then the sum of the reciprocal of the numbers is equal to___________?","55/601, 601/55, 120/11","11/120"
"The L.M of two numbers is 495 and their H.F is 5. If the sum of the numbers is 10, then their difference is__________?","46, 70, 90","10"
"The H.F of two numbers is 11 and their L.M is 7700. If one of the numbers is 275, then the other is__________?","279, 283, 318","308"
"The H.F and L.M of two numbers are 84 and 21 respectively. If the ratio of the two numbers is 1:4, then the larger of the two numbers is____________?","12, 48, 108","84"
"Three numbers are in the ratio 3:4:5 and their L.M is 2400. Their H.F is:","80, 120, 200","40"
"The L.M of two numbers is 48. The numbers are in the ratio 2:3. The sum of numbers is__________?","28, 32, 64","40"
"Three numbers which are co-prime to each other are such that the product of the first two is 551 and that of the last two is 1073. The sum of the three numbers is________?","75, 81, 89","85"
"The product of two numbers is 2028 and their H.F is 13. The number of such pairs is__________?","1, 3, 4","2"
"The product of two numbers is 4107. If the H.F of these numbers is 37, then the greater number is_________?","101, 107, 185","111"
"The sum of two numbers is 528 and their H.F is 33. The number of pairs of numbers satisfying the above conditions is__________?","6, 8, 12","4"
"The ratio of numbers is 3:4 and their H.F is 4. Their L.M is__________?","12, 16, 24","48"
"Three numbers are in the ratio 1:2:3 and their H.F is 12. The numbers are__________?","4, 8, 12, 5, 10, 15, 10, 20, 30","12, 24, 36"
"H.F of 3240, 3600 and a third number is 36 and their L.M is 2 * 3 * 5 * 7. The third number is___________?","2 * 5 * 7, 2 * 5 * 7","2 * 3 * 7"
"The G.D of 1.08, 0.36 and 0.9 is________?","0.03, 0.9, 0.108","0.18"
"Find the lowest common multiple of 24, 36 and 40.","120, 240, 480","360"
"Find the highest common factor of 36 and 84.","4, 6, 18","12"
"H.F of 4 * 27 * 3125, 8 * 9 * 25 * 7 and 16 * 81 * 5 * 11 * 49 is___________?","360, 540, 1260","180"
"1095/1168 when expressed in simplest form is:","13/16, 17/26, 25/26","15/16"
"Which of the following has most number of divisors?","99, 101, 182","176"
"252 can be expressed as a product of primes as_______________?","2 * 2 * 2 * 3 * 7, 3 * 3 * 3 * 3 * 7, 2 * 3 * 3 * 3 * 7","2 * 2 * 3 * 3 * 7"
"A drink vendor has 80 liters of Maaza, 144 liters of Pepsi and 368 liters of Sprite. He wants to pack them in cans, so that each can contains the same number of liters of a drink, and doesn’t want to mix any two drinks in a can. What is the least number of cans required?","35, 42, 30","37"
"A room is 6 meters 24 centimeters in length and 4 meters 32 centimeters in width. Find the least number of square tiles of equal size required to cover the entire floor of the room?","110, 124, 96","117"
"Find the greatest number that, while dividing 47, 215 and 365, gives the same remainder in each case?","3, 4, 6","5"
"Find the greatest number which, while dividing 19, 83 and 67, gives a remainder of 3 in each case?","17, 18, 19","16"
"Find the greatest number that exactly divides 35, 91 and 840?","5, 6, 8","7"
"Find the lowest 4-digit number which when divided by 3, 4 or 5 leaves a remainder of 2 in each case?","1020, 1026, 1030","1022"
"Find the greatest 4-digit number exactly divisible by 3, 4 and 5?","9985, 9957, 9975","9960"
"Find the smallest number which when increased by 5, divisible by 6, 9, 15, 20 and 24?","344, 366, 377","355"
"A gardener was asked a plant flowers in a row containing equal number of plants. He tried to plant 6, 8, 10 and 12 in each row, but 5 plants left in each case. When he planted 13 in a row, no plant was left. Find the number of plants with him?","245, 125, 485","845"
"If the volume and surface area of a sphere is numerically the same then it’s radius is_________?","1 unit, 2 units, 4 units","3 units"
"A right cylinder and a right circular cone have the same radius and the same volume. The ratio of the height of the cylinder to that of the cone is_________?","3: 5, 2: 5, 3: 1","1: 3"
"The radius of a circular cylinder is the same as that of a sphere. Their volumes are equal. The height of the cylinder is________?","2/3 times its radius, Equal to it’s radius, Equal to it’s diameter","4/3 times its radius"
"The number of solid spheres each of diameter 6 cm, that could be moulded to form a solid metal cylinder of height 45 cm and diameter 4 cm is?","3, 4, 6","5"
"The length of the wire of 0.2mm radius that can be drawn after melting a solid copper sphere of diameter 18cm?","24.3 m, 243 m, 2430 m","24300 m"
"The radius of a wire is decreased to one –third if volume remains the same length will increase","1 Time, 3 times, 6 times","9 times"
"If the volumes of two cubes are in the ratio 8: 1, the ratio of their edges is_________?","8: 1, 2√2 : 1, None of these","2 : 1"
"A metal sheet 27 cm long 8cm broad and 1 cm thick is melted into a cube. The difference between the surface areas of two solids is__________?","284 cm, 296 cm, 300 cm","286 cm"
"A wooden box of dimensions 8m x 7m x 6m is to carry rectangular boxes of dimensions 8cm x 7cm x 6cm. The maximum number of boxes that can be carried in 1 wooden box is?","1200000, 9800000, 7500000","1000000"
"If the length, breadth and the height of a cuboid are in the ratio 6: 5: 4 and if the total surface area is 33300 cm, then length breadth and height in cms, are respectively?","90, 85, 60, 85, 75, 60, 90, 75, 70","90, 75,60"
"The surface area of a cube is 726m, its volume is?","1300 m, 1452 m, 1542 m","1331 m"
"The height of two right circular cones are in the ratio 1:2 and their perimeters of their bases are in the ratio 3:4, the ratio of their volume is_________?","3:8, 9:16, 9:64","9:32"
"Surface area of two spheres are in the ratio 1:4 what is the ratio of their volumes?","1:64, 1:4, 8:1","1:8"
"The diameters of two spheres are in the ratio 1:2 what is the ratio of their volumes?","3:4, 9:16, 4:3","1:8"
"The diameters of two spheres are in the ratio 1:2 what is the ratio of their surface area?","1:2, 2:1, 4:1","1:4"
"The sides of a cube are in the ratio 1:2 the ratio of their volume is__________?","1:2, 1:4, 2:1","1:8"
"A rectangular field 30 m long and 20 m broaHow much deep it should be dug so that from the earth taken out, a platform can be formed which is 8 m long, 5.5 m broad and 1.5 m high where as the earth taken out is increase by 10/5?","12 cm, 18 cm, 24 cm","10 cm"
"Calculate the number of bricks, each measuring 25 cm * 15 cm * 8 cm required to construct a wall of dimensions 10 m * 4 m * 5 m when 10% of its volume is occupied by mortar?","4000, 5000, 7000","6000"
"If in a box of dimensions 6 m * 5 m * 4 m smaller boxes of dimensions 60 cm * 50 cm * 40 cm are kept in it, then what will be the maximum number of the small boxes that can be kept in it?","500, 900, 600","1000"
"A brick measures 20 cm * 10 cm * 7.5 cm how many bricks will be required for a wall 25 m * 2 m * 0.75 m?","24000, 23000, 22000","25000"
"In digging a pond 20 m * 10 m * 5 m the volumes of the soil extracted will be_________?","100 cu.m, 10000 cu.m, 2000 cu.m","1000 cu.m"
"If the height of a cone is increased by 100% then its volume is increased by_________?","200%, 300%, 400%","100%"
"A cylinder and a cone have a same height and same radius of the base. The ratio between the volumes of the cylinder and cone is__________?","1:3, 1:2, 2:1","3:1"
"The length of the longest rod that can fit in a cubical room of 4 m side is?","8.66 m, 5.196 m, 7.264 m","6.928 m"
"The area of the cardboard(in cm) needed to make a box of size 25 cm * 15 cm * 8 cm will be__________?","695 cm, 1280 cm, 1220 cm","1390 cm"
"A tank 3 m long, 2 m wide and 1.5 m deep is dug in a field 20 m long and 14 m wide. If the earth dug out is evenly spread out over the field, the level of the field will raise by nearly?","0.299 cm, 0.29 cm, 4.15 cm","2.98 cm"
"A river 2m deep and 45 m wide is flowing at the rate of 3 kmph the amount of water that runs into the sea per minute is?","27000 M, 3000 M, 2700 M","4500 M"
"The dimensions of an open box are 52, 40 and 29 cms. Its thickness is 2 cms. If 1 cm of metal used in the box weighs 0.5 gms, the weight of the box is________?","8.56 kg, 7.76 kg, 7.756 kg","6.832 kg"
"The ratio of the volumes of a cube to that of the sphere which will fit inside the cube is________?","4:3, 4:2, 4:4","6: π"
"A room is 15m long, 4m broad and 3m height. Find the cost of white washing its four walls at 50p per m?","Rs.60, Rs.55, Rs.52","Rs.57"
"How many meters of carpet 50cm, wide will be required to cover the floor of a room 30m * 20m?","1000, 600, 2400","1200"
"A rectangular courtyard, the sides of which are in the ratio of 4:3, cost Rs.600 for paving at 50 p per m; find the length of the diagonal of the courtyard?","25 m, 35 m, 45 m","50 m"
"If the sides of a cube are in the ratio 4:3. What is the ratio of their diagonals?","16:9, 64:27, 3:4","4:3"
"Three cubes of metal whose edges are 9, 12 and 15 cm respectively, are melted and one new cube is made. Find the edge of the new cube?","21 cm, 19 cm, 32 cm","18 cm"
"The ratio between the radii of two spheres is 1:3. Find the ratio between their volumes?","27:1, 1:9, 9:1","1:27"
"How many shots of 1cm radius can be prepared from a sphere of 3cm radius?","36, 64, 16","27"
"Find the ratio between whole surfaces of a sphere and a hemisphere?","3:4, 3:1, 1:3","4:3"
"The curved surface of a sphere is 64 π cm. Find its radius?","1 cm, 2 cm, 3 cm","4 cm"
"The slant height of a cone is 12 cm and radius of the base is 4cm, find the curved surface of the cone.","74 π cm, 36 π cm, 24 π cm","48 π cm"
"The area of a base of a cone is 30 cm. If the height of the cone is 6cm, find its volume?","120 cm, 40 cm, 50 cm","60 cm"
"The radius of the base of cone is 3 cm and height is 4 cm. Find the volume of the cone?","6 π cm, 8 π cm, 10 π cm","12 π cm"
"Find the ratio of the curved surfaces of two cylinders of same heights if their radii are in the ratio 1:2.","2:1, 1:4, 4:1","1:2"
"Two cylinders are of the same height. Their radii are in the ratio 1: 3. If the volume of the first cylinder is 40 cFind the volume of the second cylinder?","60 cc, 300 cc, 36 cc","360 cc"
"Find the expenditure on digging a well 14m deep and of 3m diameter at Rs.15 per cubic meter?","Rs.1185, Rs.1285, Rs.1385","Rs.1485"
"The radius of a cylindrical vessel is 7cm and height is 3cm. Find the whole surface of the cylinder?","308 sq cm, 220 sq cm, 132 sq cm","440 sq cm"
"The diameter of a cylindrical tin is 6cm and height is 5 cm. Find the volume of the cylinder?","30 π cc, 150 π cc, 180 π cc","45 π cc"
"The radius of a cylinder is 2 r units and height is 3 r units. Find the curved surface?","18 πr sq units, 3 πr sq units, 6 πr sq units","12 πr sq units"
"The spherical ball of lead 3 cm in diameter is melted and recast into 3 spherical balls. The diameters of two of these are 1 ½ cm and 2 cm respectively. The diameter of third ball is?","2.66 cm, 3 cm, 3.5 cm","2.5 cm"
"If a solid sphere of radius 10 cms is moulded into 8 spherical solid balls of equal radius, then surface area of each ball (in cm) is________?","7π, 60π, 50π","100π"
"The areas of the two spheres are in the ratio 1: 4. The ratio of their volume is?","1:4, 1:16, 1:64","1:8"
"The volumes of two cubes are in the ratio 27: 125, what shall be the ratio of their surface areas?","6:25, 3:5, 16:25","9:25"
"What is the length of the longest pole which can be kept in a room 12 m long, 4 m broad and 3 m high?","10 cm, 12 cm, 15 cm","13 cm"
"Find the length of the wire required to go 15 times round a square field containing 69696 m.","16840 m, 15820 m, 15640 m","15840 m"
"The edges of three iron cubes are 6cm; 8cm; 10cm respectively. A new cube was made by melting them. Find the edge of the new cube?","8 cm, 14 cm, 10 cm","12 cm"
"The area of the floor of a room is 20 m that of a longer wall 15 m and of the shorter wall 12 m, find the edge of the new cube?","450 m, 100 m, 400 m","60 m"
"If the sides of two cubes are in the ratio 3: 1 the ratio of their total surface area is?","3:1, 8:1, 12:1","9:1"
"The edges of a cuboid are respectively 3cm, 4cm and 12 cm. Find the length of the diagonal of cuboi","5 cm, 19 cm, 144 cm","13 cm"
"The edges of a cuboid are 4 cm, 5 cm and 6 cm. Find the volume of the cuboid?","148 cm, 15 cm","120 cm"
"The edges of cuboid are 4 cm; 5 cm and 6 cm. Find its surface area?","120 cm, 74 cm, 15 cm","148 cm"
"The edge of three cubes of metal is 3 dm, 4 dm and 5 dm. They are melted and formed into a single cube. Find the edge of the new cube?","3 dm, 4 dm, 5 dm","6 dm"
"How many cubes of edge 2 dm can be cut out of a meter cube?","50, 64, 216","125"
"The volume of a cube is 1728 cFind its surface.","648 cm, 486 cm, 468 cm","864 cm"
"The surface of a cube is 24sq cm. Find its volume?","16 cc, 32 cc, 64 cc","8 cc"
"The edge of a cube is 2a cm. Find its surface?","6a cm, 8a cm, 12a cm","24a cm"
"A solid consists of a circular cylinder with an exact fitting right circular cone placed on the top. The height of the cone is h. If the total volume of the solid is three times the volume of the cone then the height of the cylinder is________?","2h, 4h, 3h/2","2h/3"
"If the radius of the sphere is doubled then it’s volume is increased by?","100 %, 200 %, 800 %","700 %"
"The curved surface area of a cylindrical pillar is 264 m2 and its volume is 924 m3. Find the ratio of its diameter to its height.","3 : 7, 6 : 7, 7 : 6","7 : 3"
"A cistern of capacity 8000 litres measures externally 3.3 m by 2.6 m by 1.1 m and its walls are 5 cm thick. The thickness of the bottom is__________?","90 cm, 1 m, 1.1 cm","1 dm"
"What is the total surface area of a right circular cone of height 14 cm and base radius 7 cm?","None of these","344.35 cm2"
"A large cube is formed from the material obtained by melting three smaller cubes of 3, 4 and 5 cm side. What is the ratio of the total surface areas of the smaller cubes and the large cube?","2 : 1, 3 : 2, 27 : 20","25 : 18"
"Surface area of a sphere is 2464 cm2. If its radius is doubled, then the surface area of _________?the new sphere will be","4920 cm2, 4727 cm2, 19712 cm2","9856 cm2"
"In a drawer there are 4 white socks, 3 blue socks and 5 grey socks. Two socks are picked randomly. What is the possibility that both the socks are of same color?","4/11, 1, 2/33","19/66"
"What is probability of drawing two clubs from a well shuffled pack of 52 cards?","13/51, 1/26, 13/17","1/17"
"What are the chances that no two boys are sitting together for a photograph if there are 5 girls and 2 boys?","1/21, 4/7, 2/7","5/7"
"A card is drawn from a pack of 52 cards. The probability of getting a queen of club or a king of heart is___________?","1/13, 2/13, 1/52","1/26"
"From a pack of cards two cards are drawn one after the other, with replacement. The probability that the first is a red card and the second is a king is_________?","3/52, 15/26, 11/26","1/26"
"Out of 10 persons working on a project, 4 are graduates. If 3 are selected, what is the probability that there is at least one graduate among them?","1/6, 5/8, 3/8","5/6"
"The probability that A speaks truth is 3/5 and that of B speaking truth is 4/7. What is the probability that they agree in stating the same fact?","12/35, 17/35, 19/35","18/35"
"In a party there are 5 couples. Out of them 5 people are chosen at random. Find the probability that there are at the least two couples?","5/14, 9/14, 16/21","5/21"
"The probability of a lottery ticket being a prized ticket is 0.2. When 4 tickets are purchased, the probability of winning a prize on at least one ticket is__________?","0.4869, 0.6234, 0.5834","0.5904"
"10 books are placed at random in a shelf. The probability that a pair of books will always be together is_________?","1/10, 9/10, 3/10","1/5"
"What is the probability that a leap year has 53 Sundays and 52 Mondays?","0, 2/7, 5/7","1/7"
"Out of 15 consecutive numbers, 2 are chosen at random. The probability that they are both odds or both primes is_________?","10/17, 10/19, 46/105","Cannot be determined"
"A bag contains five white and four red balls. Two balls are picked at random from the bag. What is the probability that they both are different color?","4/9, 7/9, 8/9","5/9"
"A box contains 3 blue marbles, 4 red, 6 green marbles and 2 yellow marbles. If two marbles are picked at random, what is the probability that they are either blue or yellow?","3/22, 4/21, 1/14","2/21"
"A box contains 3 blue marbles, 4 red, 6 green marbles and 2 yellow marbles. If three marbles are picked at random, what is the probability that they are all blue?","2/455, 1/91, 4/455","1/455"
"A box contains 3 blue marbles, 4 red, 6 green marbles and 2 yellow marbles. If four marbles are picked at random, what is the probability that none is blue?","17/91, 51/91, 65/91","33/91"
"A box contains nine bulbs out of which 4 are defective. If four bulbs are chosen at random, find the probability that at least one bulb is goo","6/63, 2/63, 1/126","125/126"
"A box contains nine bulbs out of which 4 are defective. If four bulbs are chosen at random, find the probability that all the four bulbs are defective.","62/63, 125/126, 1/63","1/126"
"Three 6 faced dice are thrown together. The probability that exactly two dice show the same number on them is -.","5/9, 1/36, 7/12","5/12"
"Three 6 faced dice are thrown together. The probability that no two dice show the same number on them is__________?","7/12, 1/36, 5/12","5/9"
"Three 6 faced dice are thrown together. The probability that all the three show the same number on them is -.","1/216, 5/9, 5/12","1/36"
"A basket has 5 apples and 4 oranges. Three fruits are picked at random. The probability that at least 2 apples are picked is__________?","9/20, 10/23, 41/42","25/42"
"A bag contains 7 green and 8 white balls. If two balls are drawn simultaneously, the probability that both are of the same colour is -.","8/15, 2/5, 3/5","7/15"
"If six persons sit in a row, then the probability that three particular persons are always together is____________?","1/20, 3/10, 4/5","1/5"
"If a card is drawn from a well shuffled pack of cards, the probability of drawing a spade or a king is__________?","19/52, 17/52, 5/13","4/13"
"If four coins are tossed, the probability of getting two heads and two tails is__________?","6/11, 2/5, 4/5","3/8"
"If two dice are thrown together, the probability of getting an even number on one die and an odd number on the other is__________?","1/4, 3/4, 3/5","1/2"
"Out of first 20 natural numbers, one number is selected at random. The probability that it is either an even number or a prime number is_____________?","1/2, 16/19, 4/5","17/20"
"If a number is chosen at random from the set {1, 2, 3, …., 100}, then the probability that the chosen number is a perfect cube is___________?","1/2, 4/13, 1/10","1/25"
"A coin is tossed live times. What is the probability that there is at the least one tail?","1/16, 1/2, 1/32","31/32"
"The probability that a number selected at random from the first 50 natural numbers is a composite number is__________?","21/25, 4/25, 8/25","17/25"
"Three taps A, B and C can fill a tank in 12, 15 and 20 hours respectively. If A is open all the time and B and C are open for one hour each alternately, the tank will be full in_________?","6 hours, 6 2/3 hours, 7 1/2 hours","7 hours"
"A cistern can be filled by a tap in 4 hours while it can be emptied by another tap in 9 hours. If both the taps are opened simultaneously, then after how much time will the cistern get filled?","4.5 hrs, 5 hrs, 6.5 hrs","7.2 hrs"
"A tap can fill a tank in 6 hours. After half the tank is filled, three more similar taps are openeWhat is the total time taken to fill the tank completely?","3 hrs 15 min, 4 hrs, 4 hrs 15 min","3 hrs 45 min"
"A large tanker can be filled by two pipes A and B in 60 minutes and 40 minutes respectively. How many minutes will it take to fill the tanker from empty state if B is used for half the time and A and B fill it together for the other half?","15 min, 20 min, 27.5 min","30 min"
"One pipe can fill a tank three times as fast as another pipe. If together the two pipes can fill the tank in 36 minutes, then the slower pipe alone will be able to fill the tank in:","81 min., 108 min., 192 min.","144 min."
"A cistern is normally filled in 8 hours but takes two hours longer to fill because of a leak in its bottom. If the cistern is full the leak will empty it in.","16 hrs, 20 hrs, 25 hrs","40 hrs"
"One top can fill a cistern in 2 hours and another can empty the cistern in 3 hours. How long will they take to fill the cistern if both the taps are opened?","5 Hours, 7 Hours, 8 Hours","6 Hours"
"A top can fill a cistern in 8 hours and another can empty it in 16 hours. If both the taps are opened simultaneously the time (in hours) to fill the tank is","8, 10, 24","16"
"Three pipes A, B and C can fill a tank in 6 hours. After working at it together for 2 hours. C is closed A and B can fill the remaining par in 7 hours. The number of hours taken by C alone to fill the tank is?","10, 12, 16","14"
"Two pipes A and B can fill a cistern in 37 1/2 minutes and 45 minutes respectively. Both pipes are openeThe cistern will be filled in just half an hour, if the pipe B is turned off after?","5 min, 10 min, 15 min","9 min"
"Two pipes can fill a tank in 20 and 24 minutes respectively and a waste pipe can empty 3 gallons per minute. All the three pipes working together can fill the tank in 15 minutes. The capacity of the tank is?","60 gallons, 100 gallons, 180 gallons","120 gallons"
"Three taps A, B and C can fill a tank in 12, 15 and 20 hours respectively. If A is open all the time and B and C are open for one hour each alternately, the tank will be full is_______?","6 hrs, 6 2/3 hrs, 7 1/2 hrs","7 hrs"
"A large tanker can be filled by two pipes A and B in 60 and 40 minutes respectively. How many minutes will it take to fill the tanker from empty state if B is used for half the time and A and B fill it together for the other half?","15 min, 20 min, 27.5 min","30 min"
"Two pipes A and B can fill a tank in 15 min and 20 min respectively. Both the pipes are opened together but after 4 min, pipe A is turned off. What is the total time required to fill the tank?","10 min 20 sec, 11 min 45 sec, 12 min 30 sec","14 min 40 sec"
"A tank is filled by three pipes with uniform flow. The first two pipes operating simultaneously fill the tank in the same during which the tank is filled by the third pipe alone. The second pipe fills the tank 5 hours faster than the first pipe and 4 hours slower than the third pipe. The time required by the first pipe is?","6 hrs, 10 hrs, 30 hrs","15 hrs"
"A tank is filled in 5 hours by three pipes A, B and The pipe C is twice as fast as B and B is twice as fast as How much time will pipe A alone take to fill the tank?","20 hrs, 25 hrs, Cannot be determined","35 hrs"
"One pipe can fill a tank three times as fast as another pipe. If together the two pipes can fill tank in 36 min, then the slower pipe alone will be able to fill the tank in?","81 min, 108 min, 192 min","144 min"
"Two pipes A and B together can fill a cistern in 4 hours. Had they been opened separately, then B would have taken 6 hours more than A to fill cistern. How much time will be taken by A to fill the cistern separately?","1 hr, 2 hrs, 8 hrs","6 hrs"
"A pump can fill a tank with water in 2 hours. Because of a leak, it took 2 1/3 hours to fill the tank. The leak can drain all the water of the tank in?","4 1/3 hrs, 7 hrs, 8 hrs","14 hrs"
"Two pipes A and B can separately fill a cistern in 60 min and 75 min respectively. There is a third pipe in the bottom of the cistern to empty it. If all the three pipes are simultaneously opened, then the cistern is full in 50 min. In how much time, the third pipe alone can empty the cistern?","90 min, 110 min, 120 min","100 min"
