question,wrong_choices,correct_answer
"The Pakistan Electronic Media Regulatory Authority has banned which televangelist from appearing on television for the month of Ramazan?","Waseem badami, Fahad Mustafa, Sahir lodhi","Dr Amir liaquat"
"Manzoor Afridi is going to become caretaker chief minister of KPK.He is a ________?","Businessman with little interest in politics., Brother of PTI Senator Ayub Afridi., Uncle of Peshawar Zalimi owner Javed Afridi.","All"
"As per sources, who is going to become caretaker chief minister of KPK?","Nasir Schon, Abdul Razzak, Mr. Farooqui","Manzoor Afridi"
"Prime Minister has approved a special parting gift, equivalent of ________ month salaries, for employees of the federal government in may 2018?","Five, Six, Two","Three"
"Who has been elected as social secretary at Oxford College on 26 may 2018?","Kanza Azeemi, Ayesha hassan, Sadaf Jabbar","Malala Yousafzai"
"Which province CM’s wife was not allowed to board US-bound flight from Peshawar Airport, as she did not have the required documents?","Sindh, Punjab, Balochistan","KPK"
"On which date “General elections 2018” will be held, as president of Pakistan has given approval?","15 July 2018, 20 July 2018, 30 July 2018","25 July 2018"
"Who has declared a ban on Indian films in Pakistan on the occasions of Eid-ul-Fitr and Eid-ul-Azha?","Supreme Court, Islamabad High Court, None","Federal Government"
"Which coffee shop of Pakistan has hired its first transgender ?","Gloria Jeans, Burning Brownie, Cinnabon","Wagera"
"The Federal Government has declared a ban on ____________ films in Pakistan on the occasions of Eid-ul-Fitr and Eid-ul-Azh","Pakistani, English, Both B & C","Indian"
"According to International Labour Organization (ILO), unemployment between the ages of 15 and 24 in Pakistan is _______ percent?","9.8, 8.6, 11. 4 E. 12. 4","10.8"
"According to UNDP, Pakistan needs to generate ______ million additional jobs on average every year?","1.2, 1.4, 1.5","1.3"
"Which train collided with freight cars at Lahore railway station on May 22, 2018?","Orange Line, Yellow line, None","Green Line"
"As per minister for water resources,how many projects for preserving water flows are under construction in Pakistan?","20, 22, 24","26"
"As per minister for water resources, how much percentage of water can Pakistan store of the water flowing through the country’s rivers,while the rest goes to waste?","50%, 30%, 5%","10%"
"In which country,a group of four has been arrested for forcing people from different parts of Pakistan into begging?","S.Arabia, Qatar, Bahrain","UAE"
"How many security checkposts have been abolished in 11 districts of the KPK province during the last some days?","100, 102, 103","101"
"101 security checkposts have been abolished in 11 districts of the ________ province during the last some days.","Punjab, Sindh, Balochistan","Kpk"
"At least how many people have died in different areas of Karachi from heatstroke?","60, 70, 75","65"
"PM Shahid Khaqan Abbasi announced Rs150 million donations on behalf of the Government of Pakistan for the construction of Cancer hospital in __________?","Karachi, Quetta, Islamabad","Lahore"
"The total cost of the project Bhikki Power Plant is _______ million US","660, 720, 820","770"
"Punjab CM Shehbaz Sharif inaugurated the combined cycle of 1180 MW Bhikki Power Plant in Mandi Bahauddin on ____________.","May 17, 2018, May 18, 2018, May 20, 2018","May 19, 2018"
"The Fitrana will be Rs ____per person with respect to raisins?","1720, 1820, 2000","1920"
"The Fitrana will be Rs ______ per person with respect to dates?","1500, 1700, 1800","1600"
"The Fitrana will be Rs _____per person with respect to oats?","210, 220, 230","240"
"The minimum amount for Sadqa-e-Fitr or Fitrana has been fixed at Rs _____ per person?","70, 80, 90","100"
"Over ____ crore children of Pakistan are studying in government schools.","2, 4, 5","3"
"How many children are in madrassahs in Pakistan?","24 Lakhs, 26 Lakhs, 27 Lakhs","25 Lakhs"
"Which party has unveiled his 100-day development and reform agenda if his party manages to form the government after the next general elections?","PPP, PML-N, MQM","PTI"
"Dr Ruqayya Hashmi, Adviser to Balochistan CM on Finance, resigned on _____________.","May 17, 2018, May 18, 2018, May 19, 2018","May 20, 2018"
"Which are the only two political parties that oppose the merger plan of FATA with KPK?","JUI-F & ANP, JUI-F & JI, JUI-F & PML-N","JUI-F & PkMAP"
"International Nursing Day was observed in Pakistan as well as across the world on ____________.","May 14, 2018, May 16, 2018, May 18, 2018","May 12, 2018"
"Which government has allocated 28 per cent of its budget for educational development for fiscal year 2018-19?","Punjab, Kpk, Sindh","Balochistan"
"In which country, Pakistani community has observed Palestine solidarity day at the embassy of Pakistan on 18th May 2018?","S. Arabia, Indonesia, Turkey","Abu Dhabi"
"Security forces conducted an intelligence-based operation in Killi Almas area of Balochistan, killing 3 high value terrorists. In the gunfight, which Pakistani Col of military intelligence was martyred?","Jamil Rehmat, M.Junaid, M.Salim Raza","Sohail Abid"
"Nusrat sehr abbasi has remained in news due to her strict behavior throughout the sessions of sindh assembly.she belongs to which political party?","PPP, PTI, MQM-P","PML-F"
"Which female lawmaker has been ordered out of the sindh assembly,after she showed a shoe to the deputy speaker in a sign of defiance during a session of the house?","Shazia marri, Rubina qaimkhani, Naheed begum","Nusrat sehr abbasi"
"Which Pakistani exchange student has been killed in school shooting in USA on 18th May 2018?","Nimra aijaz, Reema noman, Aalia shaikh","Sabika shaikh"
"An accountability court has handed over a questionnaire to the Nawaz sharif, seeking response to _________ questions in Avenfield reference?","50, 100, 150","127"
"Which Pakistani cricketer has been served a show cause notice by PCB for his outburst against the ICC process of calling suspect actions?","M.Amir, Bilal Asif, Saeed ajmal","M.Hafeez"
"Former Pakistani cricketer Muhammad Waseem has been appointed as head coach of which country’s national cricket team?","UAE, Canada, Nepal","Sweden"
"The government had allocated Rs100 billion for development of _________ under the National Finance Commission (NFC) Awar","Punjab, Sindh, Kpk","E. FATA"
"How many channels are operating in Pakistan?","116, 118, 119","117"
"Which court has rejected treason cases against former premier Nawaz Sharif?","SC, IHC, NAB","LHC"
"Which of the following Pakistani origin has been appointed as high sheriff of greater Manchester?","Dr Ambreen Shah, Dr Mehwish Raza, Dr Imaan Ali","Dr Robina Shah"
"Punjab CM Shahbaz Sharif inaugurated the first test-run of Lahore’s Orange Line Metro Train (OLMT) on ____________.","May 13, 2018, May 14, 2018, May 15, 2018","May 16, 2018"
"Who inaugurate the test run of Orange Line Train from Dera Gujran to Lakshmi Chowk?","Nawaz Sharif, Marium safdar, None of these","Shehbaz Sharif"
"How much discount has been offered by Pakistan railway on advanced bookings during Ramazan 2018?","10%, 25%, 15%","20%"
"Pakistan has finished the “street child football world cup 2018” on which spot?","3rd, 4th, 5th","2nd"
"Who has become the first country to win test match against 10 different test playing nations?","Australia, India, New Zealand","Pakistan"
"How much ultimatum has been given by CJP to illegal allottees to vacate government residences on 10th May 2018?","3 months, 2 months, 4 months","1 month"
"To which airline CJP has ordered to pay the compensation promised to the families of the victims of 2010 Margalla Hill crash?","PIA, Orient airlines, Shaheen air","Airblue"
"How many individuals and companies were issued notices for getting their loan waived off on 13th May 2018 by SC?","200, 210, 230","222"
"Which central jail of sindh was visited by CJP to inspect the medical facilities, kitchens & prisoners barracks on 13th May 2018?","Hyd central jail, Sukkur central jail, Larkana central jail","Karachi central jail"
"Who has taken oath as acting CJP on 14th May 2018, as the current CJP has left for official foreign visit?","Justice Gulzar ahmed, Justice azmat saeed, Justice sajjad Ali shah","Justice asif Saeed khosa"
"What date has been announced by Pakistan’s PM to observe as the Palestine solidarity day?","20 may 2018, 19 may 2018, 17 may 2018","18 may 2018"
"Which Pakistani actress has made her cannes red carpet debut on 14th May 2018, making her the first Pakistani to debut at cannes?","Saba qamar, Sajal Aly, Mawra hocane","Mahira khan"
"Pakistan is seeking to borrow _________ RS during fiscal year 2018-2019 to repay domestic, foreign debt and the interest on these loans?","25 trillions, 24 trillions, 20 trillions","22 trillions"
"A Chinese company that supplies coal to the sahiwal power plant has been caught by the Pakistan’s custom authorities as company was found to evade _______RS in taxes on it’s imports?","2 billions, 3 billions, 4 billions","1.12 billion"
"Despite winning national and international titles, Banaras khan is seen making rotis at a tandoor to make ends meet. He holds which of the following titles?","Mr. Universal USA, Wapda Pakistan, Mr. Pakistan","All"
"Which Pakistani powerlifter holds the honour of becoming the first female weightlifter to have won the silver medal?","Sania ghafoor, Twinkle sohail, Sybil Sohail","Maryam Naseem"
"Which Pakistani-austrailian powerlifter has won a bronze medal in the 63 kg category at the Avia powerlifting competition?","Sania ghafoor, Twinkle sohail, Sybil Sohail","Maryam Naseem"
"Yousaf Saleem is going to be Pakistan’s first ever blind judge. He is a gold medalist in LLB from which university?","Sindh university, Bahria university, Pakistan College of law","Punjab university"
"Which of the following visually challenged young man is set to be appointed Pakistan’s first ever blind judge?","M.Iqbal, Haris khan, Imaan Ali","Yousaf Saleem"
"Who is responsible to launch the Pakistan’s multi-sectoral nutrition strategy 2018-2025 with the technical support from WFP?","Planning commission of Pakistan, Ministry of planning development & reform, None","Both"
"Pakistan is going to announce it’s multi-sectoral nutrition strategy 2018-2025 on 16th May 2018 with the technical support from which organization?","WHO, WMO, WWF","WFP"
"Rao tehseen appointed as DG radio was removed from his position last year due to his involvement in the Dawn leaks. At that time he was working at what position?","Minister of state for IT, Minister of state for telecom, Secretary (IT & telecom)","Principal information officer"
"US diplomat involved in a fatal traffic accident was allowed to leave the country on _________, as issue was resolved through negotiations?","13 May 2018, 12 May 2018, 11 May 2018","14 May 2018"
"Bridge collapsed due to overweight as a total of 26 students gathered to click a selfie.As per the warning sign at the starting point of the bridge,the bridge was able to withstand the pressure of how many individuals?","15, 20, 10","5"
"More than 25 students were swept away by gushing water as a bridge collapseWhere does the tragedy occurred?","Kaghan valley, Hunza valley, Bagrot valley","Neelum valley"
"How many players did their debut in test cricket in their first test match b/w Pakistan & Ireland in May 2018?","13, 14, 10","12"
"Ireland cricket team has played their inaugural test match against which country?","India, Afghanistan, Australia","Pakistan"
"In a historic test match (11-15 May), Pakistan have defeated Ireland by __________?","180 runs, An innings & 15 runs, 9 wickets","Five wickets"
"Which two countries have decided to raise voice against Israeli atrocities at world forums?","Pakistan & Bangladesh, Pakistan & S.Arabia, Pakistan & Iran","Pakistan & Turkey"
"Principal has been arrested after a video of corporal punishment being adminstered to the institution’s students went viral. Principal belongs to which college?","Cadet college ghotki, Cadet college chakwal, Cadet college fathers jang","Cadet college Mastung"
"Interior Minister Ahsan Iqbal was discharged from Lahore’s Services Hospital on ___________.","May 12, 2018, May 13, 2018, May 15, 2018","May 14, 2018"
"In April 2018, the chief ministers of Pakistan’s four provinces approved the country’s first national ________ policy.","Peace, Development, Education","Water"
"PML-N MNA Rajab Ali Khan Baloch died on ___________.","May 12, 2018, May 13, 2018, May 15, 2018","May 14, 2018"
"Who is the current DG of Pakistan Sports Board (PSB)?","Muhammad Sadam, Ijaz Hussain, Kamran Javaid","Aamir Ali Ahmed"
"In which city of Pakistan, The US airforce C-130 flew to take US defense attache.But was later stopped from flying by FIA?","Lahore, Karachi, Rawalpindi","Islamabad"
"US defense attache’ Col Joseph hall is under investigation due to his involvement in the ________?","Drug trafficking, Money laundering, Violence","Fatal road accident"
"In tit-for-tat move, Pakistan has imposed travel ban on the diplomats of which country?","Germany, France, Russia","USA"
"Which famous social media website blocked dawn.com post in Pakistan mistakenly and later restored it after apologizing?","Twitter, Instagram, Tumblr","Fb"
"Which business group owns third largest percentage of KSE’s market capitalisation?","Atlas group, Chinnoy group, Js group","Fauji foundation"
"Which business group owns second largest percentage of KSE’s market capitalisation?","Habib group, Bestway group, Tabba group","Hussain dawood group"
"Which business group is on the top, owning largest percentage of KSE’s market capitalisation?","Hussain dawood group, Fauji foundation, Mansha group","IGI group"
"Which former chairman of national insurance company limited has been ordered by SC to be arrested in a pending corruption case?","Tariq Aziz, Sanaullah khan, Mehmood ahmad","Ayaz khan niazi"
"Moneeza hashmi was listed as a speaker at the 15th Asia media summit in Delhi b/w may 10-12.She is the daughter of which Pakistani poet?","Ahmad faraz, Parveen shakir, Anwar masood","Faiz ahmad faiz"
"Who has been deported from India after being invited to speak at a conference in New Delhi?","Prasar bharti, Chang jin, Ali hashmi","Moneeza hashmi"
"Most of the illegal recruits by sindh police during 2012-2015 are done in _________?","Department of training, Special branch, Department of transport and telecommunications","Sindh reserve police"
"As per report on police department, as many as 4748 officers are recruited illegally and without due diligence during 2012-2015.In which province these recruitments are done?","KPK, Punjab, Balochistan","Sindh"
"Interior minister Ahsan iqbal is under treatment at which public sector hospital of Pakistan?","PIMS, Lady reading hospital, Sindh Institute of urology and transplantation","Lahore services hospital"
"As per CJP, what estimated cost is required to place the sticker of Markhor on the tail of each plane of PIA?","3m, 4m, 5m","3.4m"
"Which airline service of Pakistan has been planning to replace national flag with the picture of an animal on the tails of aircraft?","Airblue, Princely jets, Shaheen air","PIA"
"Which airline service of Pakistan has been barred by SC from placing image of Markhor on aircraft’s tail?","Airblue, Princely jets, Shaheen air","PIA"
"Who has suggested NSC meeting to PM for discussing recent misleading media statement regarding Bombay incident?","CJP, President, DG ISI","COAS"
"Col Joseph Hall involved in a fatal road accident was stopped from flying out on an American military aircraft by the ______.","SC, IB, NACTA","FIA"
"_____ ordered Air Blue officials to pay compensation to the victims of 2010 Margalla Hills crash.","IHC, LHC, CAA","SC"
"International _______ was celebrated across the world as well as in Pakistan on May 13, 2018.","Father’s Day, Friendship’s Day, Teacher’s Day","Mother’s Day"
"_________ court has summoned Shehbaz’s son-in-law in Saaf Pani Company case on May 21,2018.","SC, IHC, LHC","NAB"
"Which party chief announced 10-point agenda for Karachi development?","PPP, MQM, PML-N","PTI"
"The KPK health department paid Rs ____________ for each dengue fever-related death in December last year.","600, 000, 700, 000, 800, 000","500, 000"
"Mansoor ahmed was a Pakistani goalkeeper. With his winning penalty save, Pakistan won hockey world cup in _______?","1990, 1970, 1987","1994"
"Pakistan’s hockey goalkeeper Mansoor Ahmed has passed away in karachi on _______?","11 May 2018, 10 May 2018, 9 May 2018","12 May 2018"
"Shahid khaqan abbasi has been summoned by CJP in pilots’ fake degree case. He is the head and CEO of which airline of Pakistan?","PIA, Shaheen airlines, Orient airlines","Airblue"
"Who has summoned heads of all Pakistani airlines in pilots’ fake degree case?","IHC, CAA, President","SC"
"As per findings by CAA, how many crew members of PIA are found to be holding fake degrees?","80, 90, 50","67"
"As per findings by CAA, how many pilots of PIA are found to be holding fake degrees?","35, 40, 28","24"
"How many international NGOs are told to shut down their operations in Islamabad?","15, 20, 25","11"
"Muhammad Ali jinnah park is the first ever park to be named after Quaid-e-azam.This park is in which province of Canada?","Ontario, Quebec, Alberta","Manitoba"
"In which country Pakistan’s high commission is set to inaugurate “The Muhammad Ali jinnah park” on 12 may 2018?","Russia, USA, India","Canada"
"The Pakistan Telecommunication Authority (PTA) has launched __________ system to block stolen, & smuggled cellphones.","RBS, DVS, MBS","DIRBS"
"According to Forbes Magazine in its annual ranking for 2018, Chief of Army Staff Gen Qamar Javed Bajwa has been ranked as the____________most powerful person in the world on a list of 75.","56th, 64th, 75th","68th"
"Islamabad High Court (IHC) dismissed ECP’s ban on recruitment & developmental projects on ____________.","May 7, 2018, May 8, 2018, May 9, 2018","May 10, 2018"
"The _______Court has lifted ban on the recruitment in government institutions which was imposed by the Election Commission of Pakistan (ECP) before the general elections of 2018.","SC, LHC, None","IHC"
"The State Bank of Pakistan has issued coin of what amount to commemorate the memory of renowned humanitarian Dr Ruth Pfau.","5 RS, 10 RS, 100 RS","50 RS"
"Several cities across Pakistan have been jolted by earthquake of what magnitude on 9 may 2018?","5, 5.5, 7","6.4"
"Which party leader is continuously being denied US visa?","Nawaz sharif, Imran khan, Asif Zardari","Farooq sattar"
"JPSM (Alliance formed by South Punjab lawmakers) has merged with which political party?","PMLN, PPP, PSP","PTI"
"SC has stopped sale & purchase of land in which famous real-estate development company?","Lahore property point, NB&RE, Evershine property advisor","Bahria town"
"As per UNDP report, how much percentage of Pakistan’s total population is under 30?","70, 80, 46","64"
"As per UNDP report, which of the following country has largest youth population of it’s history at present?","Russia, India, USA","Pakistan"
"Several has been injured in violent clashes in karachi on May 7, 2018.Workers of which political parties were involved in the clashes?","PAT & TLP, PMLN & MQM-P, PPP & MQM-L","PPP & PTI"
"SC has ordered inquiry against which ex-aviation head over his alleged mismanagement in PIA?","Omar qureshi, Jacqueline Kennedy, Farhan Ali","Shujaat Azeem"
"SCOON has announced to conduct vocational courses for disabled people in Pakistan.This organization belongs to which country?","Thailand, Srilanka, USA","Norway"
"Which federal minister was shot and injured in Narowal district on 6 may 2018?","Tall choudhary, Rana Sanaullah, Maryam Aurangzeb","Ahsan iqbal"
"South Punjab lawmakers has formed a new alliance named JPSM.Under the alliance they are demanding for?","Funds, Construction projects, All","New province"
"Which country has signed $200m pact with Pakistan for uplift schemes in may 2018?","Germany, Russia, N.korea","UAE"
"Which country’s automaker has signed a MOU to set up a manufacturing unit of Mercedes-Benz truck in Pakistan?","Russia, N.korea, Srilanka","Germany"
"Pakistani and Indian troops for the first time will participate in a joint exercise in Russia under which organization?","United nations, Interpol, IAEA","SCO"
"Which Pakistani hockey legend is seeking to undergo heart transplant from India?","Sohail abbass, Shabazz ahmed, Shahnawaz shaikh","Mansoor ahmed"
"Which of the following company has fully acquired Daraz group?","Baidu, Bay, Amazon","Alibaba"
"Who has ordered the Airing of Azan five times a day for all channels during Ramzan?","SC, SHC, LHC","IHC"
"Who has ordered that No “circus or Neelam ghar” will be allowed on TV this Ramzan?","SC, Shc, Lhc","IHC"
"The mobile phone companies in Pakistan charge _______ per cent withholding tax.","10.5, 11.5, 13.5","12.5"
"The mobile phone companies in Pakistan charge _______ per cent sales tax.","13.5, 15.5, 17.5","19.5"
"The mobile phone companies in Pakistan charge _______ per cent service charges informed by Attorney General Ashtar Ausaf to the Apex Court.","11, 12, 13","10"
"Which Indian prisoner released by Pakistan’s Government after spending 5 years In Pak Jail?","Nehal Ansari, Rabhu kumar, Rahul kailas","Jitendra Arjunwar"
"COAS General Qamar Javed Bajwa inaugurated fencing of Pak-Afghan border on ______________.","May 6, 2018, May 7, 2018, May 9, 2018","May 8, 2018"
"COAS Gen Qamar Javed Bajwa inaugurated the work for erecting fences along the ________ border near Panjpai area of Balochistan.","Pak-China, Pak-India, Pak-Iran","Pak-Afghan"
"______ percent of the youth own a mobile phone in Pakistan.","35, 41, 52","48"
"______ percent of the youth have access to radio in Pakistan.","10, 12, 14","8"
"______ percent of the youth have access to the Internet in Pakistan.","10, 20, 25","15"
"______ percent of the youth do not have access to recreational facilities in Pakistan.","70, 80, 60","90"
"Constable _______________ is the first woman to join the Rawalpindi police’s bomb disposal squad (BDS).","Amna Naveed, Sadia Ameen, Sana Usman","Athia Batool"
"The ___________ court acquitted Imran Khan in the SSP Junejo attack case on May 4, 2018.","SC, IHC, PHC","ATC"
"Which province of Pakistan has the lowest HDI?","Punjab, Sindh, KPK","Baluchistan"
"Which province of Pakistan has the highest HDI?","Sindh, KPK, Baluchistan","Punjab"
"__________ has the lowest Human Development Index (HDI) in Pakistan.","GB, AJ&K, Islamabad","FATA"
"_________ has the highest Human Development Index (HDI) in Pakistan.","FATA, GB, AJ&K","Islamabad"
"______ percent of the total population of Pakistan is between the ages of 15 and 29 years.","26, 27, 28","29"
"______ percent of the total population of Pakistan is below the age of 30.","61, 62, 63","64"
"Which country has currently the largest percentage of young people ever recorded in its history, according to the new National Human Development Report launched by the United Nations Development Programme (UNDP) Pakistan?","India, Afghanistan, China E. America","Pakistan"
"Jamaat-i-Islami left the PTI-led ruling coalition on __________.","May 2, 2018, May 4, 2018, May 5, 2018","May 3, 2018"
"An anti-terrorism court (ATC) in Multan on 5th-May-2018 handed an ___________ prison sentence to a man accused of robbery for threatening and hurling his shoe at a Civil Judge during his hearing.","5 year, 9 year, 12 year","18 year"
"Which party leadership has issued show cause notices to its 20 MPAs for allegedly selling vote in the recent Senate elections?","MQM, PML-N, JI","PTI"
"________ political party has become part of the Muttahida Majlis-i-Amal.","PSP, ANP, PPP","JI"
"PTI’s leadership issued show cause notices to its _____ MPAs for allegedly selling vote in the recent Senate elections.","14, 16, 18 E. 22","20"
"Pakistan achieves ______% growth rate, highest in 13 years.","5.69, 5.89, 5.92","5.79"
"Pakistan retained the top spot in the annual International Cricket Council (ICC) ________ cricket rankings.","ODI, Test, PSL","T20"
"Which Pakistani spin bowler has been handed suspension three times from international cricket by ICC after founding his bowling action to be illegal?","Saeed Ajmal, Shadab Khan, Yasir Shah","Muhammad Hafeez"
"Muhammad Hafeez bowling action was cleared by ICC on _______________.","May 2, 2018, May 3, 2018, May 4, 2018","May 1, 2018"
"Which Pakistani cricket player bowling action cleared by ICC on May 1, 2018?","Muhammad Amir, Junaid Khan, Shadab Khan","Muhammad Hafeez"
"Sajid Javid is the _______ muslim to serve as the British Home Secretary.","2nd, 3rd, 4th","1st"
"British-Pakistani ___________ has been appointed the new Home Secretary of the United Kingdom.","Aslam Quraishi, Junaid Ahmad, Salman Sharif","Sajid Javid"
"New Islamabad International Airport was inaugurated on ______________.","May 2 2018, May 3 2018, May 4 2018","May 1 2018"
"PPP’s Saleem Mandviwalla is the______________Deputy Chairman of the senate of Pakistan.","10th, 11th, 14th","12th"
"The _____________ found suspended SSP Rao Anwar guilty of killing an innocent person, Naqeeb Ullah Mehsud, in a fake encounter on Apr.21.2018.","Chief Justice of Pakistan, Inter Services Intelligence, Criminal Investigation Department","Joint Investigation Team"
"Rs ______ billion has been announced by government for development in Karachi in the Federal Budget 2018-19.","21, 23, 27","25"
"Rs ______ billion has been allocated to Diamer Bhasha Dam in the Federal Budget 2018-19.","21.7, 22.7, 24.7","23.7"
"Rs ______ billion has been allocated to Water sector in the Federal Budget 2018-19.","69, 59, 89","79"
"An allocation of Rs ______ billion has been proposed to roads (motorways) in the Federal Budget 2018-19.","320, 330, 340","310"
"100 100 100 special package announced in the Federal Budget 2018-19 is for _________.","Health, Development, Roads","Education"
"Special education package announced for children in the Federal Budget 2018-19 is called _____________ .","200 200 200, 300 300 300, 50 50 50","100 100 100"
"In PSDP, Rs ______ billion has been allocated to the federal government in the Federal Budget 2018-19.","600, 700, 900","800"
"In PSDP, Rs ______billion has been allocated to the provinces in the Federal Budget 2018-19.","650, 750, 950","850"
"Rs _______ billion has been allocated to PSDP in the Federal Budget 2018-19.","1,450, 1,550, 1,750","1,650"
"The defence budget has been set at Rs _______ billion in the Federal Budget 2018-19.","1,200, 1,300, 1,400","1,100"
"A _____ percent increase has been proposed for pensioners in the Federal Budget 2018-19.","8, 9, 11","10"
"Federal Budget 18-19, the minimum pension has been increased to Rs _________ from the current Rs 6,000 for low-paid pensioners.","8,000, 9,000, 11,000","10,000"
"Federal Budget 18-19, family pension has been increased to Rs ________ from Rs 4,500 previously.","5,500, 6,500, 8,500","7,500"
"Federal Budget 18-19, the minimum pension of pensioners above the age of 75 will be Rs_________.","9,000, 11,000, 13,000","15,000"
"Federal Budget 18-19, A ____ percent ad-hoc relief allowance has been provided to civil and armed forces employees.","8, 9, 11 E. 12","10"
"Federal Budget 18-19, Rs________ has been proposed for “PM’s Youth Scheme”.","5bn, 15bn, 20bn","10bn"
"Federal Budget 18-19, Rs________ has been allocated to the BISP.","115bn, 135bn, 145bn","125bn"
"Federal Budget 18-19, the total budget outlay has been set at Rs____________.","5,732.5bn, 5,832.5bn, 5,632.5bn","5,932.5bn"
"Miftah Ismail was appointed the new federal minister for Finance, Revenue and Economic Affairs on _________.","April 24, 2018, April 25, 2018, April 26, 2018","April 27, 2018"
"What is the position of Pakistan in world Tourism ranking 2017?","99 out of 136, 116 out of 136, 120 out of 136","124 out of 136"
"PML-N Government presented ______ full term budget in the National Assembly.","4th, 5th, 7th","6th"
"According to PTDC, how many percent of tourists were domestic in 2017?","10pc, 20pc, 25pc","30pc"
"The Council of Common Interest (CCI) in its _____ meeting unanimously approved the first ever National Water Policy (NWP) of Pakistan.","36th, 38th, 39th","37th"
"Who is the Current Captain of Pakistan Disabled Cricket Team ?","bisma maroof, Nasir Khan, Younis Khan","Nihar Alam"
"According to the World Travel and Tourism Council (WTTC), Revenue from tourism contributed how much in pak’s economy in 2017?","$10.9 billion, $12.4 billion, $15.3 billion","$19.4 billion"
"Improvement in Security situation, tourism in Pakistan has increased by how many Pc in past few years ?","100pc, 115pc, 200pc","300pc"
"According to (WTTC) report, how many tourists visited pakistan in 2017?","1.55 m, 1.60 m, 1.70 m","1.75 m"
"Federal Minister of Pakistan Khwaja Asif has been disqualified for holding a _______ iqama (visa).","Uk, USA, India","UAE"
"Which Federal Minister of Pakistan has been disqualified for holding a iqama (visa)?","Talal Chaudhry, Nihal Hashmi, Danyal Aziz","Khwaja Asif"
"Khawaja Asif was disqualified under Article___________ by IH","62(1)(d), 62(1)(e), 62(1)(g)","62(1)(f)"
"Khwaja Asif was disqualified for life on ____________.","April 23, 2018, April 24, 2018, April 25, 2018","April 26, 2018"
"____________ is the Pakistan’s first hand-drawn anime film.","My Neighbor Totoro, Kiki’s Delivery Service, Howl’s Moving Castle","The Glassworker"
"Prof _______________ , the Vice Chancellor of Lahore College for Women University (LCWU) has been suspended by CJP.","Tahira Qureshi, Sadia Qureshi, Amna Qureshi","Uzma Qureshi"
"The Chief Justice of Pakistan has recently suspended the Vice Chancellor of _________ College for Women University.","Karachi, Quetta, Benazir E. Bacha Khan","Lahore"
"The blind candidate who stood first in civil judge exam but was rejected of his blindness is________?","Akbar wali, Shams hairder, Feroz khan","Yousuf Saleem"
"Name the Pakistan Army cadet, who won ‘International Medal’ at Royal Military Academy Sandhurst ( RMAS) UK in April 2018?","Bilal khan, Muhammad yaseen, none of them","Sheroz Shahid"
"Pakistan secured which place in Commonwealth games 2018 Hockey?","6th, 8th, 3rd","7th"
"Pakistan conducted a successful test of an enhanced range version of the indigenously developed Babur cruise missile to bolster the country’s deterrence capabilities,range 700km,on which date?","8 April 2018, 10 April 2018, 12 April 2018","14 April 2018"
"Who won bronze medal in weightlifting for Pakistan in Commonwealth Games 2018?","Usman Amjad Rathore, Younas Marwat, Gul Zaib","Talha Talib"
"On April 18, 2018, The Pakistani-Australian engineer__________received the Commonwealth Person of the Year Award?","Agha Waqar, Ayaz Ahmed, Salman Mushtaque","Usman Iftikhar"
"Russia will invest in the construction of North-South gas pipeline _________?","$1 billion, $3 billion, $4 billion","$2 billion"
"Pakistan won the Cricket T20 World Cup in________?","2007, 2008, 2011","2009"
"Jam Saqi a veteran pro democracy politician famous for Jam Saqi case in judicial history of Pakistan was died on__________?","18 March 2018, 25 March 2018, 25 February 2018","5 March 2018"
"Who was selected player of the first match in his debut in the series of three T20s against west indies in Karachi?","Asif Ali, Shaheen Afridi, None of Them","Hussain Talat"
"Prime Minister Shahid Khaqan Abbasi joined 25th Commonwealth Heads of Government Meeting (CHOGM-2018) in which country?","USA, France, Norway","UK"
"Recently Pakistan has regained the membership of how many UN bodies?","1, 3, 4","2"
"Setting a new precedent, Pakistan for the first time in its 70 years history appointed a female diplomat Named______?","Razia sultan, Mahira razzaq, Sherry rehman","Fozia Fayyaz Ahmed"
"Setting a new precedent, Pakistan for the first time in its 70 years history appointed a female diplomat in ______?","Iran, India, China","Saudi Arabia"
"People in _____ categories are entitled to security in Pakistan.","8, 10, 14","12"
"The world’s largest Cargo aircraft,Antonov AN-225 Mriya, made it’s first landing in karachi for refueling on______?","18 april 2018, 19 april 2018, 21 april 2018","20 april 2018"
"As per Chief Justice of Pakistan information, ______ policemen were assigned the security of non-entitled persons.","6,000, 8,000, 9,000","7,000"
"_____ death anniversary of Allama Iqbal was observed on April 21, 2018.","79, 81, 82","80"
"____ police guards had been withdrawn from non-entitled persons in Punjab in light of a recent Supreme Court order.","B: 5, 610 C: 6, 610 D: 7","A: 4,610"
"Balouch Culture Day 2018 was observed on:____________?","2nd january, 2nd February, 2nd April","2nd March"
"In April 2018, the Pakistan High Commission issued visas to over how many Sikh devotees from India for the Baisakhi Festival?","1000, 3000, 4000","2000"
"How many Pakistani blue helmets have embraced martyrdom while serving under the UN umbrell?","150, 160, 165","156"
"How Many Pakistani peacekeepers who laid down their lives for global peace and security were honoured with a medal at the annual memorial ceremony held at United Nations ?","5, 9, 11","7"
"Name the Wrestler, who won first gold medal for Pakistan in the 86kg freestyle wrestling in Common Wealth Games 2018?","Muhammad Sajjad, Jansher khan, Samiullah Khan","Muhammad Inam Butt"
